,LR pairs,tech,organ,regulate,logFC,FDR
1898,Egf-Nrp1,STomics,Kidney,Down,-0.998851683,0.00057725
1899,Calm3-Kcnq3,STomics,Kidney,Up,1.271825056,0.00057725
1900,Ntn4-Dcc,STomics,Kidney,Up,2.92581587,0.00057725
1901,Ntn4-Unc5d,STomics,Kidney,Up,2.177075619,0.00057725
1902,C1qa-Cd93,STomics,Kidney,Up,0.986673063,0.000578141
1903,Tenm1-Adgrl1,STomics,Kidney,Up,2.282933851,0.000595054
1904,Icam1-Spn,STomics,Kidney,Up,1.687854622,0.000595054
1905,Plau-Plaur,STomics,Kidney,Up,1.76339699,0.0006038
1906,S100a10-Trpv6,STomics,Kidney,Up,1.690313763,0.000648101
1907,C1qa-Cd33,STomics,Kidney,Up,2.244695593,0.000683021
1908,Tnr-Sdc1,STomics,Kidney,Up,1.630514789,0.000701972
1909,Timp1-Itgb1,STomics,Kidney,Up,3.057684599,0.000744189
1910,Egf-Erbb2,STomics,Kidney,Down,-1.452361384,0.000751041
1911,Icam1-Muc1,STomics,Kidney,Up,1.98433303,0.000751118
1912,Lpl-Lrp2,STomics,Kidney,Down,-0.758839405,0.000769581
1913,Il1rapl1-Ptprs,STomics,Kidney,Up,2.130735476,0.000791099
1914,Cd24a-Selp,STomics,Kidney,Up,2.293219938,0.000824588
1915,Gnai2-P2ry12,STomics,Kidney,Up,1.347224858,0.00083221
1916,Afdn-Nectin3,STomics,Kidney,Down,-0.742120462,0.000872516
1917,Igf2-Insr,STomics,Kidney,Up,0.891396362,0.000959469
1918,C4b-Cd46,STomics,Kidney,Up,1.740057041,0.000982822
1919,Gnas-Gcgr,STomics,Kidney,Down,-1.59522649,0.000984305
1920,Ccn2-Itgam,STomics,Kidney,Up,2.084284056,0.001017643
1921,Efnb1-Epha5,STomics,Kidney,Up,1.584627577,0.001051438
1922,Ins2-Insr,STomics,Kidney,Up,1.384601874,0.001051438
1923,Ddc-Htr1f,STomics,Kidney,Up,2.30805868,0.001051438
1924,Ybx1-Notch1,STomics,Kidney,Down,-0.757798186,0.001064527
1925,Pla2g5-Pla2r1,STomics,Kidney,Down,-1.839265782,0.001107097
1926,C3-Lrp1,STomics,Kidney,Up,0.89324454,0.001122761
1927,Efnb2-Grm1,STomics,Kidney,Up,1.843953854,0.001149546
1928,C4a-Nrp1,STomics,Kidney,Up,1.326557743,0.001160668
1929,Ntn1-Unc5d,STomics,Kidney,Up,1.8912934,0.001211582
1930,Adam9-Itga6,STomics,Kidney,Down,-1.3310515,0.001211582
1931,Plat-Itgam,STomics,Kidney,Up,1.262409822,0.001230826
1932,Gnas-Vipr1,STomics,Kidney,Down,-1.806152053,0.001237642
1933,Adipoq-Adipor2,STomics,Kidney,Down,-1.849137211,0.001245775
1934,Lamc2-Cd44,STomics,Kidney,Up,1.591512342,0.001300666
1935,Ggt1-Cysltr1,STomics,Kidney,Up,1.265072475,0.001325154
1936,C1qb-Lrp1,STomics,Kidney,Up,0.77248368,0.001334698
1937,Adam10-Notch3,STomics,Kidney,Down,-0.836458275,0.001334698
1938,Mdk-Lrp1,STomics,Kidney,Down,-1.353630668,0.001386299
1939,Lipa-Rorc,STomics,Kidney,Down,-1.790866598,0.001397836
1940,Ntn1-Dcc,STomics,Kidney,Up,2.240288206,0.001455919
1941,Igfbp4-Lrp6,STomics,Kidney,Down,-1.449982509,0.001455919
1942,Tfpi-Vldlr,STomics,Kidney,Down,-1.373039152,0.001479669
1943,Jam3-Jam3,STomics,Kidney,Down,-1.601260097,0.001603738
1944,Lamb2-Sv2c,STomics,Kidney,Up,2.099267524,0.001603738
1945,F13a1-Itga9,STomics,Kidney,Up,2.180537237,0.001603738
1946,Fn1-Plaur,STomics,Kidney,Up,1.255581182,0.001647014
1947,Lamc3-Cd44,STomics,Kidney,Up,1.22559421,0.001650101
1948,Nectin1-Nectin1,STomics,Kidney,Down,-1.042084086,0.001650101
1949,Pdgfb-Pdgfrb,STomics,Kidney,Down,-1.045405874,0.001650101
1950,C3-Cd46,STomics,Kidney,Up,1.22905539,0.001674862
1951,Mfap2-Notch1,STomics,Kidney,Down,-1.213064666,0.001867862
1952,Adam17-Itga6,STomics,Kidney,Down,-0.985809024,0.001915674
1953,Ntn1-Dscam,STomics,Kidney,Up,2.130855714,0.001963459
1954,Cd44-Tyrobp,STomics,Kidney,Up,1.438381651,0.001975009
1955,Vwf-Lrp1,STomics,Kidney,Up,1.592796445,0.002008564
1956,Gnb1-Kcnj6,STomics,Kidney,Up,0.980664409,0.002054909
1957,Arf1-Pld2,STomics,Kidney,Down,-0.831280487,0.002070969
1958,App-Tnfrsf21,STomics,Kidney,Down,-1.119660282,0.002070969
1959,Gnas-Avpr2,STomics,Kidney,Down,-1.12242037,0.002070969
1960,Bsg-Cd44,STomics,Kidney,Up,0.728247544,0.002084238
1961,Cdh1-Itgb7,STomics,Kidney,Up,1.066708945,0.002197773
1962,Dpep1-Cysltr1,STomics,Kidney,Up,1.13972671,0.002248885
1963,C3-C3ar1,STomics,Kidney,Up,1.743901497,0.002248885
1964,Apoc1-Vldlr,STomics,Kidney,Down,-1.488495069,0.002248885
1965,Ncam2-L1cam,STomics,Kidney,Up,1.03335716,0.002248885
1966,Fn1-Itgb8,STomics,Kidney,Down,-0.879462246,0.002303488
1967,Serpine2-Plaur,STomics,Kidney,Up,1.786906419,0.002303488
1968,Lgals3-Mag,STomics,Kidney,Up,1.944928597,0.002528088
1969,Bmp4-Acvr2a,STomics,Kidney,Down,-1.107053047,0.0025976
1970,Ddc-Htr2b,STomics,Kidney,Up,1.757933992,0.002636173
1971,Gnai2-Lpar3,STomics,Kidney,Down,-1.913337795,0.002636173
1972,Arf4-Lrp2,STomics,Kidney,Down,-0.965684042,0.002766566
1973,Apom-Lrp2,STomics,Kidney,Down,-1.092184701,0.002841542
1974,Vegfa-Flt1,STomics,Kidney,Down,-0.6193939,0.002999914
1975,Sema3f-Plxna3,STomics,Kidney,Up,1.905090624,0.003143991
1976,Gng12-Kcnj6,STomics,Kidney,Up,1.01644547,0.003169422
1977,Col3a1-Itgb1,STomics,Kidney,Down,-0.719207851,0.003224301
1978,Gnai2-Cav1,STomics,Kidney,Down,-1.359508099,0.003531171
1979,Bgn-Tlr2,STomics,Kidney,Up,1.800224624,0.003531171
1980,Mdk-Notch2,STomics,Kidney,Down,-1.119770153,0.003531171
1981,Fgf2-Fgfr3,STomics,Kidney,Up,1.539509873,0.003534985
1982,Fgf13-Fgfr3,STomics,Kidney,Up,1.163369746,0.003534985
1983,Dll4-Notch3,STomics,Kidney,Down,-1.394704776,0.003534985
1984,Nampt-Insr,STomics,Kidney,Down,-0.97716874,0.003534985
1985,Ptdss1-Jmjd6,STomics,Kidney,Down,-0.980689262,0.003534985
1986,Il1rapl1-Ptprd,STomics,Kidney,Up,1.819217323,0.003534985
1987,Ptprd-Il1rapl1,STomics,Kidney,Up,1.819217323,0.003534985
1988,Nectin3-Nectin3,STomics,Kidney,Down,-1.064712616,0.003578065
1989,Cxcl9-Dpp4,STomics,Kidney,Down,-0.998706213,0.003578065
1990,Mmp9-Lrp1,STomics,Kidney,Up,1.176275096,0.003578065
1991,Ncam1-Gfra1,STomics,Kidney,Up,1.248234788,0.003607738
1992,App-Adra2a,STomics,Kidney,Down,-0.922544748,0.003720083
1993,Psen1-Ephb2,STomics,Kidney,Up,0.814504601,0.003735357
1994,Jag2-Notch3,STomics,Kidney,Down,-1.304235139,0.003767759
1995,Wnt5b-Fzd5,STomics,Kidney,Down,-1.569321134,0.003804422
1996,Clstn2-Nrxn3,STomics,Kidney,Up,2.297906886,0.003826784
1997,L1cam-Itgb3,STomics,Kidney,Up,1.34959799,0.003845907
1998,Wnt5b-Lrp6,STomics,Kidney,Down,-1.109552696,0.003845907
1999,App-Cd47,STomics,Kidney,Down,-0.863803069,0.003845907
2000,Jag2-Notch1,STomics,Kidney,Down,-0.956842637,0.003882649
2001,C3-Itgax,STomics,Kidney,Up,0.980183099,0.003897282
2002,Fgf2-Cd44,STomics,Kidney,Up,1.580328193,0.003908618
2003,App-Drd3,STomics,Kidney,Up,2.759962095,0.003908618
2004,Tnfsf12-Egfr,STomics,Kidney,Down,-1.088372296,0.003908618
2005,Hbegf-Cd44,STomics,Kidney,Up,1.663534217,0.00396493
2006,Igf1-Insr,STomics,Kidney,Down,-1.038424213,0.003973592
2007,Serpine1-Lrp2,STomics,Kidney,Up,1.059920037,0.003973592
2008,Fgf12-Fgfr2,STomics,Kidney,Up,1.386832655,0.004083288
2009,Egf-Erbb3,STomics,Kidney,Down,-1.279619423,0.004178599
2010,Ncam1-Agrn,STomics,Kidney,Up,0.961046592,0.004212111
2011,Lama5-Sv2c,STomics,Kidney,Up,1.754619143,0.004223422
2012,Adipoq-Adipor1,STomics,Kidney,Down,-1.814756373,0.004238828
2013,Bsg-Spn,STomics,Kidney,Up,0.814370292,0.00427191
2014,Tenm2-Adgrl1,STomics,Kidney,Up,0.913531681,0.004416298
2015,Cntn2-Nrp1,STomics,Kidney,Up,1.519786241,0.004416298
2016,Bmp6-Acvr2a,STomics,Kidney,Down,-1.401427428,0.004466939
2017,Icam2-Itgam,STomics,Kidney,Up,1.495434975,0.004492496
2018,Egf-Erbb4,STomics,Kidney,Down,-1.064073403,0.004593572
2019,Adam10-Gpnmb,STomics,Kidney,Up,1.297231534,0.004607716
2020,Calm2-Kcnq3,STomics,Kidney,Up,1.194122564,0.004691394
2021,Postn-Egfr,STomics,Kidney,Down,-1.587085701,0.004703494
2022,Bgn-P2rx7,STomics,Kidney,Up,1.047279869,0.004703494
2023,Sema6b-Plxna2,STomics,Kidney,Up,0.855256336,0.004747186
2024,Pdgfb-Lrp1,STomics,Kidney,Down,-0.89838152,0.004779378
2025,Efnb2-Epha3,STomics,Kidney,Down,-1.074586298,0.004893734
2026,Nectin3-Nectin1,STomics,Kidney,Down,-1.073986537,0.004893734
2027,Nectin1-Nectin3,STomics,Kidney,Down,-1.073986537,0.004893734
2028,Lrrtm4-Nrxn2,STomics,Kidney,Up,2.206071514,0.004986831
2029,Adam17-Cd9,STomics,Kidney,Down,-1.266024438,0.005040366
2030,Vcam1-Itgb7,STomics,Kidney,Up,1.341169124,0.005040366
2031,Lamc2-Itgb4,STomics,Kidney,Up,1.086068147,0.005159729
2032,Efnb1-Egfr,STomics,Kidney,Down,-0.655230222,0.005159729
2033,Lpar3-Adgre5,STomics,Kidney,Down,-2.195335354,0.005159729
2034,Flrt2-Adgrl1,STomics,Kidney,Down,-0.919759857,0.005159729
2035,Bmp6-Bmpr1a,STomics,Kidney,Down,-1.152217291,0.005159729
2036,Bmp4-Bmpr2,STomics,Kidney,Down,-0.781052803,0.005215008
2037,Wnt5b-Fzd3,STomics,Kidney,Down,-1.235381023,0.00541457
2038,Wnt5b-Sfrp1,STomics,Kidney,Down,-1.117859048,0.005417101
2039,Col6a4-Sdc4,STomics,Kidney,Up,0.994399211,0.005448306
2040,Apob-Mttp,STomics,Kidney,Down,-1.052681894,0.005448306
2041,Adam10-Tspan15,STomics,Kidney,Down,-1.045570649,0.005525301
2042,App-Vldlr,STomics,Kidney,Down,-0.994019253,0.005541121
2043,Gnas-Pth1r,STomics,Kidney,Down,-0.943198454,0.005598135
2044,Hras-Cav1,STomics,Kidney,Down,-1.273325667,0.00562047
2045,Inhba-Tgfbr3,STomics,Kidney,Up,1.293910769,0.00585957
2046,Vwf-Itgb3,STomics,Kidney,Up,2.200102417,0.006050444
2047,Col4a1-Itgb8,STomics,Kidney,Down,-0.753764646,0.006050444
2048,Fgf2-Fgfr2,STomics,Kidney,Up,1.018131082,0.006149736
2049,Srd5a2-Ar,STomics,Kidney,Down,-1.111633562,0.006149736
2050,Calm1-Kcnn4,STomics,Kidney,Up,0.797243837,0.006149736
2051,Tenm1-Adgrl3,STomics,Kidney,Up,3.134340738,0.00631105
2052,Il27-Il6st,STomics,Kidney,Up,1.873018853,0.006400188
2053,Arf6-Pld1,STomics,Kidney,Down,-0.835969533,0.00679077
2054,Cdh4-Cdh4,STomics,Kidney,Up,2.894532483,0.00679077
2055,Col4a4-Cd44,STomics,Kidney,Up,1.148833302,0.00679077
2056,Chl1-L1cam,STomics,Kidney,Up,1.78721062,0.00679077
2057,Bmp7-Acvr2a,STomics,Kidney,Down,-1.020119419,0.006794685
2058,Wnt5b-Fzd8,STomics,Kidney,Down,-1.513540379,0.00687638
2059,Sema6b-Plxna4,STomics,Kidney,Up,1.354350954,0.006887749
2060,Cdh5-Cdh5,STomics,Kidney,Down,-1.12738834,0.007104327
2061,Rspo3-Lgr4,STomics,Kidney,Down,-1.409828118,0.007173699
2062,Fn1-Mag,STomics,Kidney,Up,1.307396354,0.007197739
2063,Clstn3-Nrxn3,STomics,Kidney,Up,1.558235707,0.00720558
2064,Agrn-Musk,STomics,Kidney,Up,2.453225614,0.007372982
2065,Adam10-Notch1,STomics,Kidney,Down,-0.787559381,0.007388044
2066,Bsg-Cav1,STomics,Kidney,Down,-1.288090887,0.007388044
2067,Fgf2-Itgav,STomics,Kidney,Up,1.336174469,0.007388044
2068,Alb-Lrp2,STomics,Kidney,Down,-1.757496631,0.007388044
2069,Fgf13-Fgfr2,STomics,Kidney,Up,1.34189723,0.007661223
2070,C1qb-Cd33,STomics,Kidney,Up,1.898808288,0.0076865
2071,Epo-Epor,STomics,Kidney,Up,1.236236745,0.007713897
2072,Afdn-Nectin1,STomics,Kidney,Down,-0.744472535,0.007891766
2073,Adam10-Tspan14,STomics,Kidney,Down,-1.032834013,0.008008442
2074,App-Sorcs1,STomics,Kidney,Up,1.896491546,0.00810351
2075,Calm2-Adcy8,STomics,Kidney,Up,1.912343838,0.008217206
2076,Col6a2-Cd44,STomics,Kidney,Up,1.246278494,0.008265495
2077,Anxa2-Cd44,STomics,Kidney,Up,1.081496904,0.008298114
2078,Col6a6-Sdc1,STomics,Kidney,Up,1.288686907,0.008301487
2079,Dll1-Notch1,STomics,Kidney,Down,-0.888117295,0.008452398
2080,Shank1-Adgrl1,STomics,Kidney,Up,1.631234014,0.008479758
2081,Fgl1-Egfr,STomics,Kidney,Down,-1.011384344,0.008739378
2082,Jag1-Notch3,STomics,Kidney,Down,-0.910241106,0.008740693
2083,Sdc2-Adgra2,STomics,Kidney,Down,-0.712663594,0.008757021
2084,Vegfd-Itga9,STomics,Kidney,Up,0.674069574,0.008854751
2085,Bmp4-Bmpr1a,STomics,Kidney,Down,-0.984484911,0.008866241
2086,Gdnf-Sorl1,STomics,Kidney,Up,1.085259056,0.009019974
2087,Nell2-Robo3,STomics,Kidney,Up,1.449522929,0.009019974
2088,Lama5-Cd44,STomics,Kidney,Up,0.97774729,0.009403087
2089,Lif-Il6st,STomics,Kidney,Up,1.380659476,0.009403087
2090,F2-Pard3,STomics,Kidney,Up,1.390367905,0.009430136
2091,Ntn4-Ntrk2,STomics,Kidney,Up,1.274040642,0.009433431
2092,Hbegf-Erbb3,STomics,Kidney,Up,0.830627155,0.009833929
2093,Ace-Bdkrb2,STomics,Kidney,Up,2.135431908,0.009976017
2094,Mdk-Itga4,STomics,Kidney,Down,-1.160253589,0.01003677
2095,Cxcl12-Avpr1a,STomics,Kidney,Down,-0.976325847,0.010217668
2096,Jam3-Itgb1,STomics,Kidney,Down,-0.656072052,0.010245351
2097,Slit2-Robo4,STomics,Kidney,Down,-0.813197159,0.01037046
2098,Reln-Lrp8,STomics,Kidney,Up,1.062551116,0.010546037
2099,Gnas-Adrb2,STomics,Kidney,Down,-2.108971054,0.01089702
2100,Ptn-Alk,STomics,Kidney,Up,1.310483208,0.011091753
2101,Efnb1-Epha6,STomics,Kidney,Up,0.910893782,0.011151688
2102,Inhba-Tgfbr1,STomics,Kidney,Up,0.965045966,0.011151688
2103,Efna1-Epha1,STomics,Kidney,Down,-1.237206798,0.011151688
2104,Hsd17b12-Ar,STomics,Kidney,Down,-0.718427957,0.011158959
2105,Lama2-Sv2c,STomics,Kidney,Up,2.688822912,0.011648403
2106,Rtn4-Rtn4rl2,STomics,Kidney,Up,1.854481848,0.012016622
2107,Lrpap1-Vldlr,STomics,Kidney,Down,-1.095374369,0.012016622
2108,Vegfc-Flt4,STomics,Kidney,Down,-0.913511395,0.012168852
2109,Tnc-Itga7,STomics,Kidney,Up,1.368768354,0.012291072
2110,Dag1-Nrxn3,STomics,Kidney,Up,1.008533859,0.012309372
2111,Wnt3a-Lrp1,STomics,Kidney,Up,1.809947572,0.012686467
2112,Fgf14-Fgfr1,STomics,Kidney,Up,1.320765946,0.012793504
2113,Lamb1-Sv2a,STomics,Kidney,Down,-0.574591861,0.01289292
2114,Lgals9-P4hb,STomics,Kidney,Down,-1.13121984,0.013134574
2115,Bmp8b-Bmpr2,STomics,Kidney,Up,1.320354056,0.013134574
2116,Spon1-Lrp8,STomics,Kidney,Up,1.662404311,0.013525006
2117,Calm1-Kcnq3,STomics,Kidney,Up,0.815370252,0.013771156
2118,Inhba-Eng,STomics,Kidney,Up,0.86941348,0.01411623
2119,Wnt5a-Fzd1,STomics,Kidney,Down,-1.523617067,0.01426098
2120,Col1a2-Itgb1,STomics,Kidney,Down,-0.635041258,0.014290037
2121,Lipc-Lrp1,STomics,Kidney,Up,1.056115573,0.014334414
2122,Mdk-Sdc2,STomics,Kidney,Down,-1.467676877,0.014493036
2123,Nxph1-Nrxn3,STomics,Kidney,Up,2.368402312,0.015086911
2124,Igfbp4-Fzd8,STomics,Kidney,Down,-1.919363964,0.015198883
2125,Lamb1-Itga6,STomics,Kidney,Down,-0.892042577,0.015328529
2126,Kng2-Bdkrb2,STomics,Kidney,Up,2.252014654,0.015699885
2127,Cd55-Adgre5,STomics,Kidney,Down,-1.399974935,0.015836621
2128,Adgre5-Cd55,STomics,Kidney,Down,-1.399974935,0.015836621
2129,Lamc2-Itga3,STomics,Kidney,Up,0.78202002,0.016064799
2130,Lamb1-Sv2c,STomics,Kidney,Up,2.063472661,0.016147278
2131,Fgf2-Kit,STomics,Kidney,Up,0.88925854,0.016247591
2132,Col4a3-Cd44,STomics,Kidney,Up,1.116113544,0.016288804
2133,App-Dcc,STomics,Kidney,Up,1.918395266,0.016319673
2134,Vegfc-Kdr,STomics,Kidney,Down,-0.721297472,0.016319673
2135,Nrg2-Erbb3,STomics,Kidney,Up,1.300372601,0.016319673
2136,Lman1-Mcfd2,STomics,Kidney,Down,-1.413807472,0.01659383
2137,Sema4d-Met,STomics,Kidney,Down,-0.552332535,0.01659383
2138,Bmp7-Acvr1,STomics,Kidney,Down,-0.892730092,0.017910062
2139,Clu-Lrp8,STomics,Kidney,Up,1.548788775,0.017910062
2140,Akr1d1-Ar,STomics,Kidney,Down,-1.487847245,0.018000068
2141,Icam1-Il2ra,STomics,Kidney,Up,1.524480773,0.018200957
2142,Bsg-Slc16a7,STomics,Kidney,Down,-0.494140024,0.018447843
2143,Thbs1-Itgb3,STomics,Kidney,Up,1.403601194,0.018522542
2144,Calm1-Adcy8,STomics,Kidney,Up,1.634546445,0.018522542
2145,Pecam1-Cd38,STomics,Kidney,Down,-0.600477816,0.018717152
2146,Cd38-Pecam1,STomics,Kidney,Down,-0.600477816,0.018717152
2147,Bsg-Slc16a1,STomics,Kidney,Down,-1.216031989,0.018796941
2148,Adam17-Notch1,STomics,Kidney,Down,-0.612849263,0.018833968
2149,Tgfb2-Eng,STomics,Kidney,Down,-0.814840292,0.019037949
2150,Fn1-Nt5e,STomics,Kidney,Down,-0.884021256,0.019144647
2151,Vtn-Itgav,STomics,Kidney,Up,1.506597505,0.019578187
2152,Ddc-Htr1b,STomics,Kidney,Up,1.66096216,0.01957977
2153,Efnb2-Epha6,STomics,Kidney,Up,1.428668658,0.019926014
2154,Bmp3-Acvr2b,STomics,Kidney,Up,1.496654968,0.020029994
2155,Col1a1-Ddr1,STomics,Kidney,Down,-0.85367139,0.020029994
2156,Lipa-Rora,STomics,Kidney,Down,-1.055327585,0.020155111
2157,Igfbp3-Tmem219,STomics,Kidney,Down,-1.283448548,0.020236588
2158,Apoa1-Lrp2,STomics,Kidney,Down,-0.797580018,0.020348956
2159,Pgf-Egfr,STomics,Kidney,Up,0.87602846,0.020699788
2160,Calm1-Grm4,STomics,Kidney,Up,1.098731789,0.021041558
2161,Calm2-Trpc5,STomics,Kidney,Up,1.523012812,0.021235608
2162,Nlgn3-Ptprd,STomics,Kidney,Up,1.284460144,0.021270876
2163,Angpt4-Tek,STomics,Kidney,Down,-1.054105233,0.021460377
2164,Igfbp5-Cav1,STomics,Kidney,Down,-1.263876884,0.021511824
2165,Vegfa-Itgb3,STomics,Kidney,Up,0.86953672,0.02173854
2166,Postn-Itgb1,STomics,Kidney,Down,-1.121241209,0.02173854
2167,App-Tspan12,STomics,Kidney,Down,-0.660740405,0.021904006
2168,Gnb2-Kcnj6,STomics,Kidney,Up,1.2912333,0.0220291
2169,Flrt3-Adgrl2,STomics,Kidney,Down,-1.034797896,0.0220291
2170,Vegfd-Fgfr2,STomics,Kidney,Up,0.602692518,0.0220291
2171,Gnai2-Lhcgr,STomics,Kidney,Up,2.020154268,0.0220291
2172,Clstn1-Nrxn3,STomics,Kidney,Up,1.133300367,0.022275176
2173,Fgf12-Fgfr4,STomics,Kidney,Up,1.028763205,0.022369513
2174,Tgfb2-Tgfbr1,STomics,Kidney,Down,-0.794139208,0.022373272
2175,Wnt5b-Fzd7,STomics,Kidney,Down,-1.365801275,0.022559465
2176,Angptl3-Itgb3,STomics,Kidney,Up,1.367530451,0.022688896
2177,Calm1-Fas,STomics,Kidney,Down,-0.649301132,0.022878736
2178,Ftl1-Scara5,STomics,Kidney,Down,-1.107822304,0.023198383
2179,Col4a5-Sdc4,STomics,Kidney,Down,-0.85482308,0.023341631
2180,Wnt5b-Frzb,STomics,Kidney,Up,0.83861961,0.023341631
2181,Gja1-Gja5,STomics,Kidney,Up,1.276998604,0.02339375
2182,C1qtnf1-Avpr2,STomics,Kidney,Up,1.088145572,0.023633264
2183,Oxt-Avpr2,STomics,Kidney,Up,1.250800573,0.023633264
2184,Mdk-Itgb1,STomics,Kidney,Down,-1.258951523,0.023697671
2185,Bgn-Tlr4,STomics,Kidney,Up,0.841779378,0.023697671
2186,Fn1-Itgb7,STomics,Kidney,Up,0.853380669,0.023697671
2187,Dhcr7-Rorc,STomics,Kidney,Down,-0.987231915,0.023775499
2188,Calm3-Adcy8,STomics,Kidney,Up,1.842715285,0.023953456
2189,Mfng-Notch1,STomics,Kidney,Down,-0.753052797,0.024123488
2190,Tnxb-Sdc1,STomics,Kidney,Up,0.766613507,0.024417488
2191,Lama1-Itgb8,STomics,Kidney,Down,-1.200748314,0.024724012
2192,Spp1-Itga8,STomics,Kidney,Down,-0.705546765,0.024816238
2193,Lamb3-Sv2a,STomics,Kidney,Up,1.006450406,0.024885428
2194,Gas6-Mertk,STomics,Kidney,Down,-0.824795118,0.024885428
2195,Fgf22-Fgfr2,STomics,Kidney,Up,1.060700712,0.024885428
2196,Jam3-F11r,STomics,Kidney,Down,-0.966557954,0.024975498
2197,F11r-Jam3,STomics,Kidney,Down,-0.966557954,0.024975498
2198,Slpi-Plscr4,STomics,Kidney,Up,1.17673414,0.025144192
2199,Wnt3a-Igf1r,STomics,Kidney,Up,1.681397451,0.026118091
2200,Adam17-Tnfrsf1a,STomics,Kidney,Down,-0.583072403,0.026318867
2201,Col4a4-Gp6,STomics,Kidney,Up,1.227327235,0.026339911
2202,Alcam-Cd6,STomics,Kidney,Up,1.114617489,0.026422365
2203,Cd6-Alcam,STomics,Kidney,Up,1.114617489,0.026422365
2204,Calm3-Trpc5,STomics,Kidney,Up,1.433325896,0.026422365
2205,Vegfb-Flt1,STomics,Kidney,Down,-0.58632793,0.02740329
2206,Tenm1-Adgrl2,STomics,Kidney,Up,1.841395012,0.027455661
2207,Entpd1-Adora1,STomics,Kidney,Up,1.538638049,0.027572702
2208,Gdf10-Acvr1,STomics,Kidney,Down,-1.162616123,0.027844164
2209,Icam1-Itgb2,STomics,Kidney,Up,0.815164045,0.027936039
2210,Itgb2-Icam1,STomics,Kidney,Up,0.815164045,0.027936039
2211,Sirpa-Cd47,STomics,Kidney,Down,-0.938791548,0.028177877
2212,Cd47-Sirpa,STomics,Kidney,Down,-0.938791548,0.028177877
2213,Ocln-Ocln,STomics,Kidney,Down,-0.958271121,0.028763322
2214,Hmgb1-Thbd,STomics,Kidney,Down,-0.818474866,0.028860815
2215,Mdk-Sdc3,STomics,Kidney,Down,-1.386304868,0.028886137
2216,Lamc1-Sv2c,STomics,Kidney,Up,1.595939871,0.028886137
2217,Gdf10-Bmpr1a,STomics,Kidney,Down,-1.118879424,0.028886137
2218,Vegfa-Kdr,STomics,Kidney,Down,-0.546756191,0.029129
2219,Efnb2-Pecam1,STomics,Kidney,Down,-0.536201284,0.029185574
2220,App-Notch1,STomics,Kidney,Down,-0.735369903,0.029240345
2221,Slit2-Plxna1,STomics,Kidney,Down,-0.588393237,0.029240345
2222,Afdn-Nrxn3,STomics,Kidney,Up,1.258543043,0.02950751
2223,Afdn-F11r,STomics,Kidney,Down,-0.466606219,0.02950751
2224,Slit2-App,STomics,Kidney,Down,-0.846213335,0.029521403
2225,Aldh1a1-Rorb,STomics,Kidney,Up,1.627592649,0.029539507
2226,Tenm3-Adgrl1,STomics,Kidney,Up,0.758493717,0.030405061
2227,Plg-Lrp2,STomics,Kidney,Up,1.718911342,0.03156121
2228,Vegfa-Ptprb,STomics,Kidney,Down,-0.459632985,0.031795388
2229,Gdf11-Acvr1b,STomics,Kidney,Down,-0.642104673,0.032530596
2230,Csf1-Csf1r,STomics,Kidney,Up,0.567851336,0.032573256
2231,Bmp6-Bmpr2,STomics,Kidney,Down,-0.962215484,0.032736706
2232,Calm3-Scn10a,STomics,Kidney,Up,2.088053631,0.032756166
2233,Thbs4-Cd47,STomics,Kidney,Down,-1.007713939,0.032989929
2234,Cp-Slc40a1,STomics,Kidney,Down,-0.825689154,0.033167943
2235,Fbn1-Itgb3,STomics,Kidney,Up,1.187335342,0.03372107
2236,Sost-Lrp6,STomics,Kidney,Up,1.20954425,0.033795727
2237,Col6a6-Sdc4,STomics,Kidney,Up,0.766575744,0.034679281
2238,Lamc2-Itgb1,STomics,Kidney,Up,0.667282608,0.034866074
2239,Vcl-Alk,STomics,Kidney,Up,1.456065541,0.034866074
2240,Tgfb2-Tgfbr2,STomics,Kidney,Down,-0.633663834,0.035245571
2241,Col2a1-Itgav,STomics,Kidney,Up,1.080119086,0.035513491
2242,Cx3cl1-Itgb3,STomics,Kidney,Up,0.678622931,0.035513491
2243,Col4a3-Cd47,STomics,Kidney,Down,-0.502204717,0.035642737
2244,Srd5a3-Ar,STomics,Kidney,Down,-1.081041708,0.036144855
2245,Angptl2-Pirb,STomics,Kidney,Up,0.818986426,0.036144855
2246,Ncam1-Ncam2,STomics,Kidney,Up,1.001568473,0.036144855
2247,Jag2-Notch4,STomics,Kidney,Down,-0.950513599,0.036556836
2248,Lama2-Cd44,STomics,Kidney,Up,1.655913783,0.036708657
2249,Wnt5b-Fzd6,STomics,Kidney,Down,-0.859649518,0.037111239
2250,Dll4-Notch4,STomics,Kidney,Down,-0.827761875,0.03783249
2251,Calm2-Scn10a,STomics,Kidney,Up,1.750540581,0.038169658
2252,Cntn1-Mcam,STomics,Kidney,Up,1.491311135,0.038468615
2253,Dll4-Notch1,STomics,Kidney,Down,-0.867130127,0.038528546
2254,Col18a1-Gpc1,STomics,Kidney,Up,0.789184077,0.038819495
2255,Hmgb1-Itgam,STomics,Kidney,Up,1.266901536,0.038819495
2256,Gng11-Kcnj6,STomics,Kidney,Up,0.888476857,0.038931412
2257,Adam9-Itgb1,STomics,Kidney,Down,-0.50395647,0.039590846
2258,Spp1-Itgb1,STomics,Kidney,Down,-0.583396005,0.041032066
