,gene,tech,organ,regulate,logFC,FDR
741,Vwf,Visium,Heart,Up,0.561325225016109,0.0118522914592487
742,Snx10,Visium,Heart,Up,0.645555270464598,0.0119556458708097
743,Pcp4,Visium,Heart,Down,-1.44677012113832,0.0119556458708097
744,Ormdl2,Visium,Heart,Down,-0.76547307075444,0.0120795140296977
745,Lgr6,Visium,Heart,Down,-0.715753756198192,0.0121781273872029
746,Dnd1,Visium,Heart,Down,-1.1617892830247,0.0128512457220347
747,Cd248,Visium,Heart,Up,0.608422592176879,0.0132196083631721
748,Ccl9,Visium,Heart,Up,0.593696415087024,0.0133285834847139
749,B3galt6,Visium,Heart,Down,-0.725216548788679,0.0133358637034125
750,Tmem38b,Visium,Heart,Up,0.553432052498259,0.0133748617313693
751,Ifi211,Visium,Heart,Up,1.08431321464501,0.0133960924058224
752,Klf4,Visium,Heart,Up,0.54629865304583,0.0134138635403279
753,Klf6,Visium,Heart,Up,0.513872255278206,0.0134138635403279
754,3110002H16Rik,Visium,Heart,Down,-0.535546538875948,0.0134138635403279
755,Wfs1,Visium,Heart,Up,0.489213856220941,0.0134138635403279
756,Tmem267,Visium,Heart,Down,-0.661655939490182,0.0137930230729493
757,Gadd45b,Visium,Heart,Down,-0.596810464534167,0.0138228372504064
758,Gm42418,Visium,Heart,Up,0.640083320030946,0.0141102165250097
759,Phf5a,Visium,Heart,Down,-0.605875429961787,0.0143913279090337
760,Pycrl,Visium,Heart,Down,-0.743180421169839,0.0144499371019061
761,Phyhip,Visium,Heart,Up,1.36201115555,0.0144499371019061
762,Adamtsl3,Visium,Heart,Up,0.755961555112,0.0146712209734373
763,Gsg1l,Visium,Heart,Down,-0.819235560007271,0.0146813164526147
764,Stum,Visium,Heart,Down,-1.09755210371854,0.014771639682455
765,Zbtb16,Visium,Heart,Up,1.43159350001693,0.0149366552219289
766,Pdzrn4,Visium,Heart,Down,-0.935271338306067,0.0151287430750015
767,Timm23,Visium,Heart,Up,0.653636738129062,0.0153139815794871
768,Gm19410,Visium,Heart,Up,1.37133590406879,0.0153139815794871
769,Ms4a6c,Visium,Heart,Up,0.889237816932324,0.01565750481817
770,Sbk2,Visium,Heart,Down,-0.68848357392573,0.0158566627825674
771,Cyp1b1,Visium,Heart,Up,0.818131874356824,0.0165257898165567
772,Zfp973,Visium,Heart,Down,-1.03695790741119,0.0165257898165567
773,2010320M18Rik,Visium,Heart,Down,-0.594486242315507,0.0166516729719893
774,Sema7a,Visium,Heart,Up,0.539466875465259,0.0166979214298511
775,Rnaset2a,Visium,Heart,Up,0.837041911085607,0.0171540478938592
776,Tmem11,Visium,Heart,Down,-0.587378120425783,0.0171540478938592
777,Adamts7,Visium,Heart,Down,-0.576536609616434,0.0171733272155557
778,Gm32352,Visium,Heart,Down,-0.965204507289802,0.0172589422992548
779,Pla2g7,Visium,Heart,Up,0.605410754027436,0.0175199976880379
780,Bloc1s4,Visium,Heart,Down,-0.661449788262139,0.0178088729116091
781,Poln,Visium,Heart,Up,1.37800923689594,0.0178330335427119
782,Hrc,Visium,Heart,Up,0.534018281347147,0.0181014787158544
783,Tmem163,Visium,Heart,Down,-0.669590490094732,0.0182070897919685
784,Slc16a1,Visium,Heart,Up,0.547290199257923,0.0182871792187212
785,AY036118,Visium,Heart,Up,0.712567518477144,0.0184625200168818
786,Ifi204,Visium,Heart,Up,0.943060177913058,0.0186165930950474
787,Cd36,Visium,Heart,Up,0.619339181278662,0.0186410522087869
788,Clec4n,Visium,Heart,Up,0.867846369814214,0.0188086049622955
789,Il6ra,Visium,Heart,Up,0.814564006109912,0.0191278698212771
790,Lrp5,Visium,Heart,Up,0.710515535640794,0.019350780302028
791,Mafb,Visium,Heart,Up,0.515259019908493,0.0196577532830471
792,Lsm1,Visium,Heart,Down,-0.605726092783881,0.0197894149856652
793,C920021L13Rik,Visium,Heart,Up,1.87680002525551,0.0199708136865102
794,Wdr55,Visium,Heart,Down,-0.651238546171463,0.0200290467762117
795,Tmem164,Visium,Heart,Down,-0.782566402536419,0.0200380111865292
796,Lsm8,Visium,Heart,Down,-0.522720617733354,0.0203718465768019
797,Sod1,Visium,Heart,Up,0.482538212462624,0.0207039511722346
798,Hr,Visium,Heart,Up,0.713527115990907,0.0207134223544648
799,Scn5a,Visium,Heart,Up,0.444798932236512,0.0207134223544648
800,Tatdn2,Visium,Heart,Up,0.85253415090595,0.0207584326614154
801,Tcap,Visium,Heart,Up,0.521297957586168,0.0208898341371439
802,Lbp,Visium,Heart,Up,0.679296554386958,0.0209367584902356
803,Elf4,Visium,Heart,Up,0.645667398936265,0.0210078841327057
804,Gm13861,Visium,Heart,Down,-1.40360000184854,0.0210078841327057
805,Des,Visium,Heart,Up,0.545112510952703,0.021370651827442
806,Myrf,Visium,Heart,Up,0.919889887498465,0.0213843354845962
807,Prnp,Visium,Heart,Up,0.539017986096889,0.0216144275983297
808,Gabra3,Visium,Heart,Up,1.00792631329731,0.0220494473861877
809,St8sia6,Visium,Heart,Up,1.15733793434757,0.0221440459659968
810,Exosc8,Visium,Heart,Down,-0.539001069163899,0.0221440459659968
811,Wdr74,Visium,Heart,Up,1.09704689807807,0.0221788470662737
812,Ier2,Visium,Heart,Down,-0.854901203499526,0.0223033147780356
813,D830013O20Rik,Visium,Heart,Down,-0.90816223672466,0.0223123246050823
814,Gm10053,Visium,Heart,Down,-0.700538643224611,0.0223123246050823
815,Smyd1,Visium,Heart,Up,0.45204608977448,0.0224328306861616
816,Ccnd1,Visium,Heart,Up,0.57398777918361,0.0224512180360309
817,Mpeg1,Visium,Heart,Up,1.09812355236719,0.022583448691607
818,A430105I19Rik,Visium,Heart,Up,0.552581650315931,0.0228581274085639
819,Thap11,Visium,Heart,Down,-0.542403745821219,0.0231373471655221
820,Lgals3bp,Visium,Heart,Up,0.581468598540752,0.0235893371289485
821,Pdia6,Visium,Heart,Down,-0.472225949985429,0.0239027641360635
822,Itgam,Visium,Heart,Up,1.07060150233352,0.0239052057199525
823,Syap1,Visium,Heart,Down,-0.632181099783315,0.0239459000718318
824,Il33,Visium,Heart,Up,0.83374869383476,0.0239785955619191
825,Tlr7,Visium,Heart,Up,0.87823283072389,0.0240037278401103
826,Pigx,Visium,Heart,Down,-0.502273697817777,0.0240037278401103
827,Eng,Visium,Heart,Up,0.549527665225559,0.0240037278401103
828,Pdgfrl,Visium,Heart,Down,-0.721821785819722,0.0240037278401103
829,Lrrn4cl,Visium,Heart,Up,0.941533193834887,0.0240037278401103
830,Ace,Visium,Heart,Up,0.496205018909595,0.0241373362355164
831,Sept1,Visium,Heart,Down,-0.771021796203379,0.0241373362355164
832,Gm12167,Visium,Heart,Down,-0.993453511981567,0.0245377820788549
833,Serinc1,Visium,Heart,Up,0.546550559739658,0.0245377820788549
834,Gm36827,Visium,Heart,Down,-0.809252030036233,0.0245693432997626
835,Helz2,Visium,Heart,Up,0.662770199828396,0.0247243698086204
836,Actc1,Visium,Heart,Up,0.605819575829076,0.0247243698086204
837,H2-D1,Visium,Heart,Up,0.457223094809467,0.024839925434572
838,Sp100,Visium,Heart,Up,0.542028312583798,0.024839925434572
839,Sh3gl2,Visium,Heart,Up,1.30164553766166,0.0253457494654825
840,Gpnmb,Visium,Heart,Up,1.07619309967538,0.0255608251225407
841,Kcnn2,Visium,Heart,Down,-0.612628514106881,0.0256200734207687
842,Gm40604,Visium,Heart,Down,-1.01335067491346,0.0256591303163157
843,Ostc,Visium,Heart,Down,-0.55265429074421,0.0256591303163157
844,Got1,Visium,Heart,Up,0.544449088059049,0.0260692990967551
845,Cdc26,Visium,Heart,Down,-0.542983938572586,0.0260692990967551
846,Tmem42,Visium,Heart,Down,-0.769892119714004,0.0260726253102416
847,Pdgfd,Visium,Heart,Up,0.641013830152954,0.0260726253102416
848,C1ra,Visium,Heart,Up,0.545033168629099,0.0260726253102416
849,Osbpl3,Visium,Heart,Down,-0.651497730187963,0.0260726253102416
850,Pdpn,Visium,Heart,Up,0.742465040642732,0.0262796901987251
851,Ifit1,Visium,Heart,Up,0.742257806431613,0.0262796901987251
852,Rapsn,Visium,Heart,Down,-0.599290718736443,0.0265083161896778
853,Klc2,Visium,Heart,Up,0.569346405176173,0.0267819637367103
854,Lcn2,Visium,Heart,Up,1.66872426567125,0.0268168493558744
855,Ifrd1,Visium,Heart,Up,0.553199710892618,0.0268507555693038
856,Dlat,Visium,Heart,Up,0.481048290819681,0.0268507555693038
857,C1s1,Visium,Heart,Up,0.505369828307564,0.0268507555693038
858,Inf2,Visium,Heart,Up,0.567162454988659,0.0273579034148575
859,Gm45012,Visium,Heart,Down,-0.947307191787663,0.027450671148493
860,Opn4,Visium,Heart,Down,-0.724561066458045,0.027450671148493
861,Trim30a,Visium,Heart,Up,0.756270208314853,0.027450671148493
862,Cutc,Visium,Heart,Down,-0.557288494940072,0.0275427088928758
863,Snrpd1,Visium,Heart,Down,-0.491181580350802,0.0275427088928758
864,Laptm5,Visium,Heart,Up,0.460214015964234,0.027592937997862
865,Slc26a6,Visium,Heart,Down,-0.580498493901263,0.0281722173272453
866,Isoc2a,Visium,Heart,Up,0.771883703488187,0.0281722173272453
867,Sec61b,Visium,Heart,Down,-0.591086798799335,0.0287180508856462
868,1110034G24Rik,Visium,Heart,Down,-0.509866211669793,0.0287180508856462
869,Lipa,Visium,Heart,Up,0.536138970135844,0.0287858351709145
870,Kcne1,Visium,Heart,Down,-1.27345515281859,0.0293374863396903
871,Kif1c,Visium,Heart,Up,0.483401669140434,0.0294280901385881
872,Nmrk2,Visium,Heart,Up,1.731345007652,0.0295403720697605
873,Pdlim1,Visium,Heart,Up,0.431432341869628,0.0295431912214128
874,Yrdc,Visium,Heart,Down,-0.508341665950052,0.0295538171524874
875,Slc1a1,Visium,Heart,Up,1.04433092049197,0.0300094251571603
876,Acap2,Visium,Heart,Up,0.62694801689815,0.0300094251571603
877,Rassf4,Visium,Heart,Up,0.818146161442205,0.0300094251571603
878,Amph,Visium,Heart,Up,1.20069589287557,0.0300094251571603
879,Vgll3,Visium,Heart,Up,0.577123395018926,0.0301572770721018
880,Cyb561,Visium,Heart,Up,0.879145063681359,0.0301764849282529
881,Klhl8,Visium,Heart,Down,-0.550692773738082,0.0303059122862561
882,Art3,Visium,Heart,Up,0.610268441435488,0.0306075124831568
883,A430005L14Rik,Visium,Heart,Down,-0.552795112782388,0.0306622642271584
884,Akap2,Visium,Heart,Up,1.00032630313423,0.0306622642271584
885,Dhrs11,Visium,Heart,Down,-0.740785961681302,0.0306787316190252
886,Imp3,Visium,Heart,Down,-0.495578239546394,0.0306976061383863
887,Rtkn,Visium,Heart,Down,-0.746105826762093,0.031100482694002
888,H2-K1,Visium,Heart,Up,0.488877333508842,0.0312630029418716
889,Traf4,Visium,Heart,Down,-0.695541286963096,0.0315747981203594
890,Cldn15,Visium,Heart,Up,0.798327135680605,0.031710717005253
891,Rnls,Visium,Heart,Down,-0.649738274722797,0.0317937532854343
892,Themis2,Visium,Heart,Up,0.893602576862898,0.0318892815968497
893,Abcd2,Visium,Heart,Up,0.892512864635474,0.0319409108691336
894,Ssr2,Visium,Heart,Down,-0.563847469564929,0.0330207771824736
895,Tmem2,Visium,Heart,Up,0.73341052569984,0.0333036896074686
896,Sult5a1,Visium,Heart,Up,1.18483106548441,0.0335154957182188
897,Galnt15,Visium,Heart,Up,0.725360563300656,0.0336662087429156
898,B4galt3,Visium,Heart,Down,-0.517693227596774,0.0336955980456633
899,Ppp2r2a,Visium,Heart,Down,-0.50627427685633,0.0342850009525563
900,Bnip3,Visium,Heart,Up,0.530960966676918,0.0345246425899831
901,Snhg9,Visium,Heart,Up,0.554781575189904,0.0349058761856752
902,Uck2,Visium,Heart,Up,0.467066788495213,0.0349058761856752
903,Map2k6,Visium,Heart,Down,-1.12322760081345,0.0357359110903798
904,Rcan2,Visium,Heart,Up,0.463598631522921,0.0357659545810202
905,Mgst1,Visium,Heart,Up,0.699124079320319,0.0357659545810202
906,Ddx3x,Visium,Heart,Up,0.541390659990056,0.0362118007641458
907,Cenpw,Visium,Heart,Down,-0.755869798546784,0.0362118007641458
908,Efemp1,Visium,Heart,Up,1.07050185608877,0.0362118007641458
909,Nov,Visium,Heart,Up,1.55377348565582,0.0363514766031945
910,Serpinh1,Visium,Heart,Down,-0.432541693780221,0.0369138019701178
911,Actb,Visium,Heart,Up,0.551176325693179,0.0369220674486887
912,Cdpf1,Visium,Heart,Down,-0.595927275210559,0.036924325493829
913,Mybpc3,Visium,Heart,Up,0.483490397880421,0.036928351804074
914,Tlr4,Visium,Heart,Up,0.6113712880025,0.0372386940351889
915,Ms4a6b,Visium,Heart,Up,0.696795221034911,0.0373082693061755
916,Ccdc146,Visium,Heart,Down,-0.733568296856344,0.0375030283378398
917,Ttc7b,Visium,Heart,Up,0.487153789198358,0.0375030283378398
918,Gm12519,Visium,Heart,Down,-1.03825556090898,0.0375030283378398
919,Runx1,Visium,Heart,Up,0.833365347610589,0.0376432389412278
920,Rab3b,Visium,Heart,Down,-1.01421879215221,0.0377132727649816
921,Abca12,Visium,Heart,Down,-1.11073592871279,0.0381754718044078
922,Adap1,Visium,Heart,Up,0.8601944133747,0.0381754718044078
923,Ndufa9,Visium,Heart,Up,0.473306333561921,0.0382327423325558
924,Cyth2,Visium,Heart,Down,-0.470976953960258,0.0382327423325558
925,Tmem35a,Visium,Heart,Down,-0.736918543080952,0.0382327423325558
926,Acbd7,Visium,Heart,Down,-1.19862322513974,0.0386888345092078
927,Nabp1,Visium,Heart,Up,0.497952804709338,0.0387944109977127
928,Lin37,Visium,Heart,Down,-0.497178854649834,0.0387944109977127
929,Casp12,Visium,Heart,Up,0.62103762714325,0.0391753353692614
930,Mt2,Visium,Heart,Up,0.684641399932936,0.039274119576715
931,Sqstm1,Visium,Heart,Up,0.440605470487082,0.039274119576715
932,Ccdc69,Visium,Heart,Down,-0.653041304882873,0.0392942742439506
933,Snapc5,Visium,Heart,Down,-0.598937918288693,0.0393644385153074
934,Ddit3,Visium,Heart,Down,-0.453143242210452,0.0393644385153074
935,Man2a1,Visium,Heart,Up,0.99185495691485,0.0393737777526143
936,Apopt1,Visium,Heart,Down,-0.533834755105299,0.0395004957512064
937,Pank1,Visium,Heart,Down,-0.506453016680034,0.0401045547011031
938,Rrp36,Visium,Heart,Down,-0.668134041877761,0.0401675518293282
939,Wdr33,Visium,Heart,Down,-0.467520035538504,0.0401675518293282
940,Cdv3,Visium,Heart,Up,0.414359851544414,0.0403290913626427
941,Cspp1,Visium,Heart,Up,0.554324533078127,0.0403290913626427
942,Rdm1,Visium,Heart,Down,-0.655223338527922,0.0403836876587227
943,Mpzl3,Visium,Heart,Up,1.03241606925347,0.0404339531534267
944,Adh1,Visium,Heart,Up,1.1762897141962,0.0404339531534267
945,Mlx,Visium,Heart,Down,-0.460566920488087,0.0405632667900539
946,Fkbp2,Visium,Heart,Down,-0.658398252401558,0.0407177985243203
947,Znhit3,Visium,Heart,Down,-0.592066293624026,0.0407718738924263
948,Kcnq1,Visium,Heart,Down,-0.488860762076661,0.0407718738924263
949,Rxrg,Visium,Heart,Down,-0.449426532757116,0.0407718738924263
950,Aplp2,Visium,Heart,Up,0.499885951275405,0.0411403385813914
951,Olfr1396,Visium,Heart,Up,0.958095146425856,0.0413851157300675
952,Cby1,Visium,Heart,Down,-0.610146769244237,0.0413851157300675
953,Exosc3,Visium,Heart,Down,-0.518526975680063,0.041542765614117
954,Csrp2,Visium,Heart,Down,-0.590552189327259,0.041845238948051
955,Vegfa,Visium,Heart,Up,0.516689188270278,0.0418797429811984
956,Glul,Visium,Heart,Up,0.822307612166634,0.0420601743006978
957,Ass1,Visium,Heart,Up,0.699186749145583,0.0423306003680141
958,Fam149b,Visium,Heart,Down,-0.494901797982592,0.0423367595131474
959,Slc25a38,Visium,Heart,Down,-0.663362398266672,0.0423367595131474
960,Sik1,Visium,Heart,Up,1.17937617156583,0.0423367595131474
961,Nudt16,Visium,Heart,Up,0.692160407852099,0.0424438867979917
962,Atp1a2,Visium,Heart,Up,0.45850803391523,0.0425711558017893
963,Fbxl19,Visium,Heart,Up,0.728561819960942,0.042734240100225
964,Mif4gd,Visium,Heart,Down,-0.411488846166045,0.042734240100225
965,Stx3,Visium,Heart,Up,0.731377298446237,0.042734240100225
966,Trmo,Visium,Heart,Down,-0.817825409563493,0.0428566624633546
967,Rpa3,Visium,Heart,Down,-0.478228101143652,0.0428566624633546
968,Jag1,Visium,Heart,Up,0.724604493342887,0.0428566624633546
969,Dbndd2,Visium,Heart,Up,0.76470922167412,0.0430922342169963
970,Lzic,Visium,Heart,Down,-0.612181367523134,0.0430922342169963
971,Tgds,Visium,Heart,Down,-0.569475729019778,0.0431735918009662
972,Mcrs1,Visium,Heart,Down,-0.528784620407004,0.0432187037115793
973,Gm17546,Visium,Heart,Down,-1.21056737770589,0.043564565467761
974,Sox6,Visium,Heart,Down,-0.711956247806616,0.043780571372476
975,Lsm5,Visium,Heart,Down,-0.564305016737673,0.0445438216321564
976,Afap1l2,Visium,Heart,Down,-0.736397487101731,0.0445457898491515
977,Sucla2,Visium,Heart,Up,0.454162500239617,0.0447501344025738
978,Sdhaf3,Visium,Heart,Down,-0.59525007092944,0.0452573915862262
979,Rfxap,Visium,Heart,Down,-0.471979642992491,0.0456129581036784
980,Exosc7,Visium,Heart,Down,-0.618412341660946,0.0456129581036784
981,Nr0b2,Visium,Heart,Down,-0.478579609263659,0.0463377338485478
982,Fxn,Visium,Heart,Down,-0.503457241497672,0.0463554958478477
983,Epha4,Visium,Heart,Down,-0.476860331783139,0.046576073351255
984,Glod4,Visium,Heart,Down,-0.432708008640948,0.0466063468834639
985,Kif5b,Visium,Heart,Up,0.492776289350983,0.0466201469548004
986,Pdha1,Visium,Heart,Up,0.540994713565626,0.047197391188188
987,Nme6,Visium,Heart,Down,-0.612108401998745,0.047197391188188
988,Mpdu1,Visium,Heart,Down,-0.503193619711515,0.0475941212889016
989,Gstm2,Visium,Heart,Up,0.479742038743519,0.0475941212889016
990,Cysltr1,Visium,Heart,Up,0.95187912870376,0.0479417276437509
991,Efcab2,Visium,Heart,Down,-0.439270380507147,0.0479656521799538
992,Igsf10,Visium,Heart,Down,-0.733894232241449,0.0479656521799538
993,Snrnp40,Visium,Heart,Down,-0.492902344209285,0.0479764336108579
994,Tk1,Visium,Heart,Down,-0.756857383698172,0.0479764336108579
995,P3h4,Visium,Heart,Down,-0.449979705967575,0.0484855451717144
996,Penk,Visium,Heart,Up,0.58129111442952,0.0485221749498818
997,Pdzd11,Visium,Heart,Down,-0.532319227341658,0.0485221749498818
998,Cntn2,Visium,Heart,Down,-0.725031339726115,0.048629294419138
999,Gm20522,Visium,Heart,Down,-0.696427121419643,0.0496848670979885
1000,Cldn5,Visium,Heart,Up,0.410148104314462,0.0496848670979885
1001,Ap1s2,Visium,Heart,Up,0.446080254443659,0.0496848670979885
1002,C4b,STomics,Heart,Up,1.89892987239477,3.92837774733604e-10
1003,Gm47283,STomics,Heart,Down,-1.70851147717024,1.34323608395818e-09
1004,Gm13054,STomics,Heart,Up,1.37953226475477,1.34323608395818e-09
1005,Myot,STomics,Heart,Up,1.70258721964165,1.9135781284616704e-09
1006,Serpina3n,STomics,Heart,Up,1.57044984329147,2.228246500362e-08
1007,Gm40457,STomics,Heart,Up,1.9841859794963,2.228246500362e-08
1008,Ano10,STomics,Heart,Down,-1.25092343932252,2.79922643936015e-08
1009,Mmp3,STomics,Heart,Up,1.72609726673411,2.79922643936015e-08
1010,Gm49540,STomics,Heart,Up,0.881648152180312,6.88608238979986e-08
1011,Cdh4,STomics,Heart,Up,1.6764085687599,1.95127816989586e-07
1012,Kcnip2,STomics,Heart,Down,-1.24209650171912,4.1920215021541e-07
1013,Cdkn1a,STomics,Heart,Up,1.14021023963972,5.19847191108407e-07
1014,Cds1,STomics,Heart,Up,1.63968235203923,1.46605530923695e-06
1015,Gck,STomics,Heart,Up,1.16920528792722,1.46605530923695e-06
1016,Icam1,STomics,Heart,Up,0.926887079404895,2.09778638919498e-06
1017,Ccn5,STomics,Heart,Up,1.29947765732716,2.22198550576832e-06
1018,S100a8,STomics,Heart,Up,1.99551394569495,2.42969728987477e-06
1019,Ccl6,STomics,Heart,Up,1.05266491038249,3.23515499876009e-06
1020,Fmo2,STomics,Heart,Up,0.874353191179865,3.42021801622818e-06
1021,Sult1a1,STomics,Heart,Up,0.837694343120785,3.53650301046538e-06
1022,Scn4b,STomics,Heart,Up,1.29544534199876,3.53650301046538e-06
1023,Gpihbp1,STomics,Heart,Up,0.812930789203492,5.68089261725374e-06
1024,Nmrk2,STomics,Heart,Up,1.45716148331636,8.13720491725188e-06
1025,Ankrd1,STomics,Heart,Up,0.921518705185124,9.1429275206417e-06
1026,C3,STomics,Heart,Up,0.930494167670969,1.05402056450116e-05
1027,Ifi205,STomics,Heart,Up,1.95720991937819,1.14780890165568e-05
1028,Col3a1,STomics,Heart,Down,-0.805710951333642,1.42983484337962e-05
1029,Cfb,STomics,Heart,Up,1.69351156393,1.42983484337962e-05
1030,Capg,STomics,Heart,Up,0.843975092366261,1.4953484238508e-05
1031,Prune2,STomics,Heart,Up,0.748517799410195,1.93081630376108e-05
1032,Csrnp1,STomics,Heart,Up,0.981436522329237,1.93539880173987e-05
1033,Nppb,STomics,Heart,Up,0.694865308596629,2.21638094880592e-05
1034,Penk,STomics,Heart,Up,1.04167968621035,2.45317745434962e-05
1035,Sgk1,STomics,Heart,Up,0.671119805128667,2.52847289283136e-05
1036,Mpeg1,STomics,Heart,Up,0.874302147956512,3.55650090807108e-05
1037,Fkbp5,STomics,Heart,Up,1.52147553102199,3.55650090807108e-05
1038,Pla1a,STomics,Heart,Up,0.843636494182984,4.31619585261416e-05
1039,Pirb,STomics,Heart,Up,0.997506200153493,4.31619585261416e-05
1040,Cpxm2,STomics,Heart,Up,1.36338458554163,4.58912090112886e-05
1041,Timp1,STomics,Heart,Up,1.29775756995473,4.58912090112886e-05
1042,Cp,STomics,Heart,Up,0.69096934075331,4.82050171296037e-05
1043,Patl2,STomics,Heart,Up,1.28051390259739,6.67810848027408e-05
1044,Gda,STomics,Heart,Up,1.06951832912064,6.7170440023332e-05
1045,Tgm2,STomics,Heart,Up,0.602215679791015,7.5798009515848e-05
1046,Gja1,STomics,Heart,Down,-0.577085903322866,7.5798009515848e-05
1047,Lyve1,STomics,Heart,Up,0.750355731746385,0.0001150044027839
1048,Nnt,STomics,Heart,Down,-0.55294066679527,0.0001473122441165
1049,Pth1r,STomics,Heart,Up,0.808108450186143,0.0001578275536453
1050,Trim54,STomics,Heart,Up,0.560394473408168,0.000200828555592
1051,Itgb6,STomics,Heart,Down,-0.963897499366925,0.0002198360679814
1052,Krt80,STomics,Heart,Up,1.35620616546619,0.0002360458835097
1053,Timp4,STomics,Heart,Up,0.827066847375182,0.0002377920114122
1054,Prkcq,STomics,Heart,Up,1.36825816628918,0.0002600121168809
1055,Trnp1,STomics,Heart,Up,1.1604328264238,0.0002676768989455
1056,Tnfrsf12a,STomics,Heart,Up,0.618887754550106,0.0002863255804569
1057,Hsd11b1,STomics,Heart,Up,0.83048217559177,0.0003056178945412
1058,Adap1,STomics,Heart,Up,1.16991649158826,0.0003632968490293
1059,Acta1,STomics,Heart,Up,1.97926132489912,0.0003632968490293
1060,Itgb2,STomics,Heart,Up,0.820146874222401,0.0003632968490293
1061,St8sia6,STomics,Heart,Up,0.838265176500171,0.0003632968490293
1062,Pla2g7,STomics,Heart,Up,0.722765743736224,0.0003632968490293
1063,Slc43a2,STomics,Heart,Up,0.802899899571677,0.0003632968490293
1064,Gm13341,STomics,Heart,Down,-0.720446007427757,0.0003632968490293
1065,Wif1,STomics,Heart,Down,-0.953970332397961,0.0003632968490293
1066,Cnksr1,STomics,Heart,Up,1.01630912649882,0.0003632968490293
1067,Cyp4b1,STomics,Heart,Up,0.794768066823124,0.0004490554331026
1068,A530058N18Rik,STomics,Heart,Up,0.5399304657171,0.000492588419536
1069,Ctss,STomics,Heart,Up,0.684772756769028,0.000492588419536
1070,2310002L09Rik,STomics,Heart,Up,0.840828256206531,0.0005161634375359
1071,Ace,STomics,Heart,Up,0.683947463273674,0.0005161634375359
1072,Trem2,STomics,Heart,Up,0.829455707705962,0.0005161634375359
1073,Idh2,STomics,Heart,Down,-0.59733891024293,0.0005269432700286
1074,Slc43a3,STomics,Heart,Up,0.578322122938991,0.0005272306373272
1075,Hpcal1,STomics,Heart,Up,0.619322348360058,0.0005737547181725
1076,Apod,STomics,Heart,Up,0.927161715433147,0.0005818125262269
1077,Kcne1,STomics,Heart,Down,-1.20912489017164,0.0006849718519533
1078,Gpnmb,STomics,Heart,Up,1.40647269269749,0.0006849718519533
1079,Sdf2l1,STomics,Heart,Down,-0.877664536845048,0.0007443784090415
1080,Galnt15,STomics,Heart,Up,0.633321569751258,0.0008302020955483
1081,Pirt,STomics,Heart,Down,-0.967520350508028,0.0008960320680313
1082,Oas2,STomics,Heart,Up,0.828856652884028,0.0009242101641862
1083,Gal3st3,STomics,Heart,Down,-0.887612080934618,0.0009381734842451
1084,Apbb1ip,STomics,Heart,Up,1.07961157476312,0.0010772559543406
1085,Pgf,STomics,Heart,Up,0.879172326150777,0.0011758895867095
1086,Ugp2,STomics,Heart,Up,0.539067966020155,0.0013662199478566
1087,Ccnd1,STomics,Heart,Up,0.663764271478764,0.0013916582082177
1088,Pparg,STomics,Heart,Up,0.671682557104929,0.0014413532112934
1089,Ttll7,STomics,Heart,Up,1.03740301445733,0.0016397173281766
1090,Mal,STomics,Heart,Up,0.832757152597375,0.0016397173281766
1091,Fxyd3,STomics,Heart,Down,-1.01633818244938,0.0016397173281766
1092,Cebpd,STomics,Heart,Up,0.660309167147539,0.0016636525145375
1093,Lgr6,STomics,Heart,Down,-0.714487929001768,0.0017283641379269
1094,Galc,STomics,Heart,Up,0.623446045925226,0.0017283641379269
1095,Efemp1,STomics,Heart,Up,0.587552221605856,0.0017351227488985
1096,Lbp,STomics,Heart,Up,0.737921102862496,0.0018954735568478
1097,Adgrg1,STomics,Heart,Up,0.526234862202181,0.0019429515045996
1098,Gm13340,STomics,Heart,Down,-0.643616989197315,0.0020553191777241
1099,Kcnd2,STomics,Heart,Down,-0.7631301744351,0.0020853791450709
1100,Lyz1,STomics,Heart,Up,0.940560013364184,0.0021657932786076
1101,Abcb4,STomics,Heart,Up,0.789314513061951,0.0021784976836292
1102,Sntg1,STomics,Heart,Up,0.868058898133871,0.0022100506006621
1103,Pdlim1,STomics,Heart,Up,0.532054264619657,0.002328885671016
1104,Dpep1,STomics,Heart,Up,1.07635802922205,0.002328885671016
1105,Nova1,STomics,Heart,Up,0.830208686914653,0.0024629060185318
1106,Ly6a,STomics,Heart,Up,0.668665763692095,0.0024629060185318
1107,Hrct1,STomics,Heart,Up,0.808023737399356,0.0025253115444622
1108,Tmem267,STomics,Heart,Down,-0.98808705266609,0.0025253115444622
1109,Ift81,STomics,Heart,Down,-0.636735402698605,0.0026969394857495
1110,Nacad,STomics,Heart,Up,0.936070939890799,0.0026970530115828
1111,Cyp2e1,STomics,Heart,Up,1.50247152654442,0.0029036185557282
1112,Ccl5,STomics,Heart,Up,1.44804030601161,0.0029223932949605
1113,Col15a1,STomics,Heart,Down,-0.585076414711762,0.0029968091980225
1114,Lyz2,STomics,Heart,Up,0.549028705355625,0.0030355172489368
1115,Efnb3,STomics,Heart,Down,-1.06092539015208,0.003130487102229
1116,2200002D01Rik,STomics,Heart,Up,0.881778360960594,0.003130487102229
1117,Baiap2,STomics,Heart,Up,0.8081415258218,0.0031711120919723
1118,Fos,STomics,Heart,Down,-1.09655073549316,0.0034244984715984
1119,Igkc,STomics,Heart,Up,4.19907595601733,0.0034244984715984
