,gene,tech,organ,regulate,logFC,FDR
0,Lyz2,Visium,Brain,Up,2.68419111737311,2.992338000376e-13
1,C4b,Visium,Brain,Up,3.00826759276286,2.992338000376e-13
2,Itgax,Visium,Brain,Up,3.85976745728813,2.992338000376e-13
3,Cd52,Visium,Brain,Up,1.38916816757661,4.42624841756832e-12
4,Pcdhb9,Visium,Brain,Up,0.929585285787924,7.42967123417444e-12
5,Fcgr2b,Visium,Brain,Up,1.4622416739024,4.03280836292543e-11
6,Cd84,Visium,Brain,Up,1.28297748004449,4.03280836292543e-11
7,9630013A20Rik,Visium,Brain,Down,-2.29755590103649,4.19729041301161e-11
8,H2-D1,Visium,Brain,Up,0.765690626247764,4.19729041301161e-11
9,Cst7,Visium,Brain,Up,4.54066456943393,4.48240040956834e-11
10,Gfap,Visium,Brain,Up,1.6050839658303,4.7101776343582194e-11
11,Serpina3n,Visium,Brain,Up,2.22705910532281,7.05909653434025e-11
12,Ccl4,Visium,Brain,Up,2.73347946561001,8.471231735923779e-11
13,Itgb2,Visium,Brain,Up,1.2323329776593,1.56044854382279e-10
14,Cd68,Visium,Brain,Up,1.07458117727477,1.56044854382279e-10
15,Cybb,Visium,Brain,Up,2.61591409476993,1.56735768715518e-10
16,Tyrobp,Visium,Brain,Up,1.00507133129602,1.56735768715518e-10
17,Ccl3,Visium,Brain,Up,2.65200245277111,2.08836433445579e-10
18,Spag6,Visium,Brain,Up,1.14979692291832,5.30891430818259e-10
19,Nrep,Visium,Brain,Down,-0.620506528698592,6.82805518305626e-10
20,Ctsz,Visium,Brain,Up,0.747796485256699,8.05742301792343e-10
21,Cd300c2,Visium,Brain,Up,1.05927309567843,9.97595915886282e-10
22,Gpnmb,Visium,Brain,Up,1.81611390738901,1.0559255623017202e-09
23,8430408G22Rik,Visium,Brain,Up,1.8841540984268,1.0559255623017202e-09
24,AC149090.1,Visium,Brain,Up,0.834158140848855,1.0559255623017202e-09
25,C3ar1,Visium,Brain,Up,1.43091936815311,1.0559255623017202e-09
26,C1qc,Visium,Brain,Up,0.966581491047343,1.47682667438404e-09
27,Trem2,Visium,Brain,Up,1.03973758584022,1.61334561053517e-09
28,Cd48,Visium,Brain,Up,1.86601300547234,1.87849950176037e-09
29,Ctss,Visium,Brain,Up,1.01608380600824,1.9194063812589603e-09
30,Abca8a,Visium,Brain,Up,1.09292231753119,2.39783142720246e-09
31,C1qa,Visium,Brain,Up,1.044967225443,2.39783142720246e-09
32,Capg,Visium,Brain,Up,1.4691455247606,3.688255955674969e-09
33,Mpeg1,Visium,Brain,Up,1.26432755142584,3.81740363534242e-09
34,Defb1,Visium,Brain,Up,1.27079980265553,7.033566786580121e-09
35,H2-Q6,Visium,Brain,Up,2.06028348671236,7.867636129171811e-09
36,Cxcl16,Visium,Brain,Up,1.74227010852502,9.34162875953431e-09
37,Timp1,Visium,Brain,Up,2.09772891123299,1.14521774058855e-08
38,Vegfa,Visium,Brain,Up,0.705607600684323,1.14521774058855e-08
39,Slc11a1,Visium,Brain,Up,1.34828834475843,1.6681138191472e-08
40,C1qb,Visium,Brain,Up,0.914571338074933,2.00217231727912e-08
41,Fcer1g,Visium,Brain,Up,0.836430539023783,2.31744773656387e-08
42,Slamf9,Visium,Brain,Up,1.58563130614346,2.50053217636517e-08
43,Ccl6,Visium,Brain,Up,1.24734377805865,3.75526239121038e-08
44,Ptprc,Visium,Brain,Up,1.06728686197435,3.91431524153846e-08
45,Gm21887,Visium,Brain,Down,-2.22592633780341,4.20679689569398e-08
46,B2m,Visium,Brain,Up,0.723069534800479,8.24485843003915e-08
47,Wfdc17,Visium,Brain,Up,1.45903609987473,9.96112851563006e-08
48,Gpr34,Visium,Brain,Up,0.836318972710649,1.05087990686071e-07
49,H2-Q7,Visium,Brain,Up,1.66481979545004,2.34367525730735e-07
50,Gm45351,Visium,Brain,Up,2.00957446458568,2.66171501929312e-07
51,Tmem176a,Visium,Brain,Up,0.612250456949735,3.51652648710975e-07
52,Gpr17,Visium,Brain,Down,-0.862472180341693,6.26194027913155e-07
53,Lgals3,Visium,Brain,Up,1.86132072750414,8.8215962070808e-07
54,C3,Visium,Brain,Up,1.85373413219205,1.05474809772523e-06
55,Fcgr3,Visium,Brain,Up,0.703301726856914,1.16271865480368e-06
56,Bcl3,Visium,Brain,Up,1.65602867708299,1.18068863084802e-06
57,Bcl2a1b,Visium,Brain,Up,1.4053707929401,1.71943887541047e-06
58,Hexb,Visium,Brain,Up,0.644294406816282,1.77336475838769e-06
59,Cyba,Visium,Brain,Up,0.835105280789293,1.90172015205092e-06
60,AU020206,Visium,Brain,Up,1.16489166072528,2.69923715216514e-06
61,S100a6,Visium,Brain,Up,0.575869126229249,2.96772673021289e-06
62,Pcdhb14,Visium,Brain,Up,0.708700833814276,3.5283588126364e-06
63,Elmsan1,Visium,Brain,Up,0.907611938801468,3.8436772792677e-06
64,Ms4a6d,Visium,Brain,Up,1.11517573639584,3.9623394612687e-06
65,Hvcn1,Visium,Brain,Up,1.07131362904874,3.9623394612687e-06
66,Cxcl5,Visium,Brain,Up,1.71779167509409,4.98295289825032e-06
67,Slc10a4,Visium,Brain,Down,-2.49406992255864,7.48019089425018e-06
68,Osmr,Visium,Brain,Up,1.00861325206951,1.045336289074e-05
69,Igsf6,Visium,Brain,Up,1.57803310624452,1.08895402175062e-05
70,Itgb5,Visium,Brain,Up,0.574568705554772,1.14419701447922e-05
71,Hk2,Visium,Brain,Up,0.933076251707945,1.49532935059643e-05
72,Ctsd,Visium,Brain,Up,0.587217377094628,1.60823882906566e-05
73,Vim,Visium,Brain,Up,0.971945067918057,1.60823882906566e-05
74,Ide,Visium,Brain,Up,0.450509821930821,2.11186814709318e-05
75,Tlr2,Visium,Brain,Up,1.16961976497005,2.33089284668906e-05
76,Laptm5,Visium,Brain,Up,0.680221657625507,2.5635767747181e-05
77,Cd14,Visium,Brain,Up,1.02216355407459,2.65803981528845e-05
78,Tlr7,Visium,Brain,Up,1.07411741622935,3.12241735620261e-05
79,Ccl12,Visium,Brain,Up,1.45581590734104,3.30369443669455e-05
80,Lcp1,Visium,Brain,Up,0.688634451038785,3.57319471801108e-05
81,Csf3r,Visium,Brain,Up,0.758991134566467,3.83150981676247e-05
82,Pcdhb3,Visium,Brain,Up,0.721330593243413,3.87795646325692e-05
83,Aif1,Visium,Brain,Up,0.677588732676642,3.89006409641361e-05
84,Psmb8,Visium,Brain,Up,0.655669465472342,4.02096103499177e-05
85,Lag3,Visium,Brain,Up,0.986439969378685,4.69398688955796e-05
86,Cebpa,Visium,Brain,Up,0.768416786153343,4.94920406260499e-05
87,Ly86,Visium,Brain,Up,0.92517090464015,5.47375722909901e-05
88,Tmem176b,Visium,Brain,Up,0.4662060344348,5.76121908934578e-05
89,Mia,Visium,Brain,Down,-1.52030984822732,6.20961548770483e-05
90,Apoe,Visium,Brain,Up,0.449019854211865,7.88070411040323e-05
91,Bcl2a1a,Visium,Brain,Up,1.43998672812915,8.13910113137312e-05
92,Met,Visium,Brain,Down,-1.13237903502104,8.37219711254546e-05
93,Ms4a7,Visium,Brain,Up,1.85077524060981,0.0001130036149294
94,Cd72,Visium,Brain,Up,1.38759569096287,0.0001223209119008
95,Gpr84,Visium,Brain,Up,1.11640872261048,0.0001401623019347
96,Pcdhb8,Visium,Brain,Up,0.925425709571633,0.000145358478648
97,Asb4,Visium,Brain,Up,1.3005075086495,0.0001707274475327
98,H2-K1,Visium,Brain,Up,0.578742818685014,0.0001744032980238
99,Tmem267,Visium,Brain,Down,-0.601667446147616,0.000184964423254
100,Prom1,Visium,Brain,Down,-0.611637698574451,0.000195337122959
101,Adgre1,Visium,Brain,Up,0.758807476947103,0.000195337122959
102,H2-T23,Visium,Brain,Up,0.599623825685311,0.000195337122959
103,Efemp1,Visium,Brain,Up,0.579813864638892,0.0002118087841822
104,Cd44,Visium,Brain,Up,0.869095243329904,0.0002155919455678
105,S100a4,Visium,Brain,Up,0.915224079704453,0.0002155919455678
106,Irf8,Visium,Brain,Up,0.752577534162198,0.0002485926644203
107,Ogdhl,Visium,Brain,Up,0.479689265098946,0.0002619555050148
108,Pcdhb6,Visium,Brain,Up,0.863653926281891,0.0002850481489587
109,Cyp11a1,Visium,Brain,Down,-0.795409652320001,0.0002927814323957
110,Btbd16,Visium,Brain,Down,-1.44131842201699,0.0002980573540707
111,Gm47283,Visium,Brain,Down,-1.62255157840465,0.0002980573540707
112,Hist2h2aa1,Visium,Brain,Down,-0.941878974576164,0.0003032939953233
113,Flnc,Visium,Brain,Up,1.1342396037784,0.0003032939953233
114,Epsti1,Visium,Brain,Up,0.894970394898488,0.000368646781598
115,Upk1b,Visium,Brain,Up,0.987552403296361,0.0003885949707791
116,Atf3,Visium,Brain,Up,1.03416530072403,0.0003908390217578
117,Cd24a,Visium,Brain,Down,-0.775146527907443,0.0003984112311306
118,Tmem252,Visium,Brain,Up,1.11482822131652,0.0004077005759773
119,Smad7,Visium,Brain,Up,0.605483918312502,0.0004670720955636
120,Ppl,Visium,Brain,Up,1.04035519484384,0.0005527864138615
121,Plek,Visium,Brain,Up,0.559201059075154,0.0005637105558589
122,Adm,Visium,Brain,Up,0.848233375413728,0.0005855442341354
123,F3,Visium,Brain,Up,0.538277675530452,0.0006918550956397
124,Vwf,Visium,Brain,Up,0.609034791336403,0.0006918550956397
125,Cebpd,Visium,Brain,Up,0.715456184131773,0.0007022484893953
126,Cd37,Visium,Brain,Up,0.730767526973551,0.0007200652797268
127,Irgm1,Visium,Brain,Up,0.649498916524406,0.0007881263837809
128,Crygn,Visium,Brain,Down,-1.1619473712925,0.0008147146171318
129,Aspg,Visium,Brain,Up,0.876453962010275,0.0009567413368686
130,Brca1,Visium,Brain,Down,-0.825876447859237,0.0010619373262075
131,Hspb3,Visium,Brain,Down,-0.685700798228779,0.0011414882735156
132,Arl11,Visium,Brain,Up,1.09087577336714,0.0011739351310552
133,Sgk1,Visium,Brain,Up,1.09542724718073,0.0011739351310552
134,Smyd1,Visium,Brain,Down,-0.93793423304602,0.0012179045558744
135,Naalad2,Visium,Brain,Up,1.08173071731466,0.0013102184030509
136,Havcr2,Visium,Brain,Up,0.785483658912295,0.0013877635409761
137,Zc3hav1,Visium,Brain,Up,0.640689084524027,0.0013877635409761
138,Lhx1os,Visium,Brain,Down,-1.2917208558249,0.0014034618389203
139,Mid1,Visium,Brain,Down,-1.11308953111778,0.001438933479646
140,Lat2,Visium,Brain,Up,0.695016184197406,0.0014727056330493
141,Csf1,Visium,Brain,Up,0.555979512984632,0.0014727056330493
142,Vmn1r90,Visium,Brain,Up,1.31791290592124,0.0014727056330493
143,Slc18a2,Visium,Brain,Down,-3.33550274507071,0.0015734890183609
144,Ctsh,Visium,Brain,Up,0.596270228773994,0.0015734890183609
145,Gpx8,Visium,Brain,Down,-1.29562372199405,0.0015734890183609
146,1700024G13Rik,Visium,Brain,Down,-1.6698849241375,0.0015754226799026
147,Myo1f,Visium,Brain,Up,0.799184440633298,0.0016431115983111
148,Tctex1d4,Visium,Brain,Down,-1.43488288042133,0.0018006135937225
149,Fmo2,Visium,Brain,Up,1.03040710527829,0.0018113226139202
150,Casp1,Visium,Brain,Up,0.828289194001174,0.001969975577586
151,St14,Visium,Brain,Up,0.982945845732562,0.0022500995202319
152,Th,Visium,Brain,Down,-2.54790511455075,0.0022942134291747
153,Bdkrb2,Visium,Brain,Up,1.18128433930109,0.0029974108942153
154,Esyt3,Visium,Brain,Up,1.04950963288448,0.0030591964547397
155,Csrnp1,Visium,Brain,Up,0.589203288164356,0.0030639732028682
156,Grn,Visium,Brain,Up,0.423614769157221,0.0032558850349534
157,Ip6k3,Visium,Brain,Up,1.04709621406625,0.0032695759933789
158,Tnfaip8l2,Visium,Brain,Up,0.77099760665478,0.0036437815254958
159,Cd53,Visium,Brain,Up,0.560700547924198,0.0036437815254958
160,Tlr13,Visium,Brain,Up,0.90078848182978,0.0038731460320279
161,Naip2,Visium,Brain,Up,1.21111639745992,0.0039718590240258
162,Sspo,Visium,Brain,Down,-3.16021957992226,0.0041616932312883
163,Ncf1,Visium,Brain,Up,0.577992514767409,0.00420467454366
164,Fap,Visium,Brain,Down,-0.825126541175381,0.0043151566154181
165,Ggta1,Visium,Brain,Up,0.824402490224696,0.004326533093271
166,Fbn2,Visium,Brain,Down,-0.942183878548136,0.0044274748476957
167,Ppp1r17,Visium,Brain,Up,1.46052787259547,0.0050675916848957
168,Maff,Visium,Brain,Up,1.06199479809245,0.0052924232982307
169,Csrp2,Visium,Brain,Down,-0.762096236635219,0.0056307349835154
170,Abcc3,Visium,Brain,Up,0.752401199837539,0.0056923011085587
171,1700063D05Rik,Visium,Brain,Up,0.587656862959051,0.0057220288758898
172,Kcns3,Visium,Brain,Down,-0.56671616865833,0.0057753815886676
173,Slc7a10,Visium,Brain,Down,-0.458423722059339,0.0059258169884385
174,Hydin,Visium,Brain,Down,-1.2125275807344,0.0064793216224789
175,Fam71e1,Visium,Brain,Down,-0.52912885195832,0.0065538032665606
176,Morn5,Visium,Brain,Down,-1.02352277376866,0.0067992709677426
177,Cd38,Visium,Brain,Down,-0.592403627291092,0.007276885605698
178,Gm40518,Visium,Brain,Up,0.713236104014563,0.0074511291263878
179,H2-Oa,Visium,Brain,Up,0.766969300605364,0.0074992579716309
180,Jdp2,Visium,Brain,Up,0.48612476847873,0.0074992579716309
181,Bhlhe40,Visium,Brain,Up,0.552156694425734,0.007988085236981
182,Lrrc51,Visium,Brain,Down,-0.670608872745228,0.0080177148100359
183,Tead2,Visium,Brain,Down,-0.798549585461188,0.0083481887454509
184,Gm8104,Visium,Brain,Up,0.982755536114197,0.0083862851169983
185,Mlf1,Visium,Brain,Down,-1.26795182452326,0.0089106412987258
186,Mpzl1,Visium,Brain,Down,-0.446260528432497,0.009030127264389
187,Fam19a4,Visium,Brain,Up,0.755761441119547,0.009030127264389
188,Col7a1,Visium,Brain,Down,-0.85268266893824,0.0095285749310682
189,Socs3,Visium,Brain,Up,0.748529074412604,0.0095285749310682
190,Col20a1,Visium,Brain,Down,-0.674826547767828,0.0095812840864934
191,Dnaic1,Visium,Brain,Down,-0.5210440916779,0.0096422335306495
192,Dynlrb2,Visium,Brain,Down,-1.34701953521694,0.0097486525889259
193,H2-Ob,Visium,Brain,Up,0.973524011094888,0.0097486525889259
194,Rasal3,Visium,Brain,Up,0.747673536985449,0.0101630098129588
195,Vgll3,Visium,Brain,Down,-0.906419842460382,0.0104140136941102
196,Lsp1,Visium,Brain,Up,0.633771339769843,0.0108566184714985
197,Apod,Visium,Brain,Up,0.765596938600373,0.0112062751814344
198,Lair1,Visium,Brain,Up,0.568154950273013,0.0113727251584818
199,Sntn,Visium,Brain,Down,-1.42850529056646,0.0113727251584818
200,Renbp,Visium,Brain,Up,0.575311505203361,0.0120997015900925
201,Cd74,Visium,Brain,Up,0.977419417200197,0.0122899702090779
202,Xlr,Visium,Brain,Up,0.809691182505066,0.0123676064379559
203,Nme9,Visium,Brain,Down,-1.56421505621013,0.0123676064379559
204,Erich2,Visium,Brain,Down,-1.24707407030132,0.0123807148064834
205,Rab3c,Visium,Brain,Up,0.520145079981393,0.0128280049560432
206,Dnah10,Visium,Brain,Down,-1.06756549160914,0.0128482541240455
207,Pld4,Visium,Brain,Up,0.498686229454211,0.0129298325960374
208,Fcrls,Visium,Brain,Up,0.440558377792973,0.0136635508421958
209,Kif19a,Visium,Brain,Down,-0.842956112125625,0.013697893022659
210,Dmp1,Visium,Brain,Up,0.690653703763514,0.0137356584833195
211,Lgals3bp,Visium,Brain,Up,0.68427527627025,0.013848123541103
212,Slc15a3,Visium,Brain,Up,0.680465168775397,0.0144323236389673
213,Dock2,Visium,Brain,Up,0.620574933335514,0.0144323236389673
214,Mkrn3,Visium,Brain,Down,-0.999219286291501,0.0144323236389673
215,Gm9885,Visium,Brain,Down,-0.520383831821656,0.0146415467665046
216,Mlph,Visium,Brain,Up,1.01610330064406,0.0147649087838517
217,Ak7,Visium,Brain,Down,-1.2295491941701,0.0149994641625494
218,Ncf2,Visium,Brain,Up,0.549433975653781,0.0157072936120466
219,Calcr,Visium,Brain,Up,1.79140915935937,0.0160031291908633
220,Tbxas1,Visium,Brain,Up,0.645822579240742,0.0165910976303464
221,Cela1,Visium,Brain,Up,0.549329396849401,0.0165910976303464
222,Apba1,Visium,Brain,Up,0.426820425610131,0.0173635242860148
223,Chrna1os,Visium,Brain,Down,-0.660148261060945,0.0173737396480689
224,Cd86,Visium,Brain,Up,0.671303638289904,0.0173803192076113
225,Glis2,Visium,Brain,Down,-0.488333721431677,0.0183038266635813
226,Lrrc46,Visium,Brain,Down,-0.827576447450245,0.0187136763943235
227,Fermt3,Visium,Brain,Up,0.628142679908027,0.0194797536980235
228,Ncf4,Visium,Brain,Up,0.710919434968433,0.0197346350612206
229,Gm17750,Visium,Brain,Down,-0.493912078563337,0.019811580324956
230,Kcnn1,Visium,Brain,Down,-0.423701195322804,0.0198713175968805
231,9330199G10Rik,Visium,Brain,Up,1.04923850712312,0.0199128514120167
232,P2ry6,Visium,Brain,Up,0.624487111717536,0.0201114892877197
233,Carlr,Visium,Brain,Down,-0.627066787446481,0.0207430896362911
234,Slc35f2,Visium,Brain,Down,-0.668510964315661,0.0207546596910944
235,Aldh1l2,Visium,Brain,Up,0.766785653645812,0.0209461566661784
236,Cers1,Visium,Brain,Up,0.758175595788936,0.021589227231813
237,Gm20683,Visium,Brain,Down,-0.95630026539644,0.0223395149475566
238,Hist1h4h,Visium,Brain,Down,-0.46445434130566,0.0230128021536598
239,Sat1,Visium,Brain,Up,0.436993361705618,0.0233083426308216
240,Trim30d,Visium,Brain,Up,0.792100867510674,0.0233128579505371
241,A430027H14Rik,Visium,Brain,Down,-0.626145253669606,0.0234243735655082
242,Kcp,Visium,Brain,Down,-0.790820267035329,0.024141709820151
243,Tph2,Visium,Brain,Down,-0.888768853037893,0.0256541275425538
244,Slf1,Visium,Brain,Up,0.501821963647654,0.0258404192247178
245,3222401L13Rik,Visium,Brain,Up,0.767287503754574,0.0258404192247178
246,Odf3b,Visium,Brain,Down,-1.06615722883813,0.0258404192247178
247,Gsto2,Visium,Brain,Down,-0.723062022293958,0.0269708098240763
248,A830009L08Rik,Visium,Brain,Down,-0.542387386653191,0.0269708098240763
249,1700016K19Rik,Visium,Brain,Down,-0.755240829847971,0.0278327812163443
250,H2-DMb1,Visium,Brain,Up,0.68339358767411,0.0281924042264481
251,Cd33,Visium,Brain,Up,0.487972699769212,0.0284881997397991
252,Gm17455,Visium,Brain,Down,-0.893988857107803,0.0288427071528881
253,Tacr3,Visium,Brain,Down,-0.637011913091965,0.0290709962090062
254,Frmpd2,Visium,Brain,Down,-0.817903579439605,0.0292554018554163
255,Abca1,Visium,Brain,Up,0.434156870872346,0.0324376982423711
256,Tifab,Visium,Brain,Up,0.694849442241452,0.0332677403052987
257,Psmb9,Visium,Brain,Up,0.606244841052531,0.0343961511815375
258,Spidr,Visium,Brain,Up,0.608945362858956,0.034921447547084
259,Pcdhb13,Visium,Brain,Up,0.623864774643726,0.0360647127556897
260,Cd274,Visium,Brain,Up,0.721786370114104,0.0362221350050961
261,Gm35161,Visium,Brain,Down,-0.645680305177665,0.0367900035160426
262,Spaca9,Visium,Brain,Down,-1.02734390713202,0.0367900035160426
263,Ankrd66,Visium,Brain,Down,-0.88026113169195,0.0367900035160426
264,Ackr3,Visium,Brain,Up,0.519658892467598,0.0367900035160426
265,Frzb,Visium,Brain,Down,-0.61616279971534,0.0371278722702691
266,Gm10053,Visium,Brain,Down,-0.467283857967367,0.0371278722702691
267,Tagln,Visium,Brain,Up,0.532083651246132,0.0389740936817375
268,Parvg,Visium,Brain,Up,0.583382735334406,0.0390629130286189
269,Gosr1,Visium,Brain,Up,0.482224281749801,0.0399141130763442
270,Gdf10,Visium,Brain,Down,-0.506840344886071,0.0399141130763442
271,Prkcd,Visium,Brain,Up,0.884255901559998,0.040168853973098
272,Cyp2s1,Visium,Brain,Down,-0.605671254696078,0.0407214542552901
273,Itgam,Visium,Brain,Up,0.513770312699142,0.0418817866481586
274,Aqp1,Visium,Brain,Down,-1.56597160003189,0.042883600194029
275,Iqca,Visium,Brain,Down,-1.17023145117745,0.0429424009146362
276,Glipr1,Visium,Brain,Up,0.894041690437495,0.0429424009146362
277,Mycbpap,Visium,Brain,Down,-0.711111622270016,0.0438968544014545
278,Ppp1r32,Visium,Brain,Down,-0.783570374732896,0.0442340629443454
279,Nckap1l,Visium,Brain,Up,0.487435616072382,0.04519201000525
280,Srebf1,Visium,Brain,Up,0.381167011397276,0.0455020339016484
281,Bcas1,Visium,Brain,Up,0.372424614660577,0.0470244794566874
282,Tcap,Visium,Brain,Down,-0.572395821748401,0.0474898928009868
283,Adam12,Visium,Brain,Down,-0.681275926819131,0.0479962302147709
284,C1ql1,Visium,Brain,Down,-0.56697203390968,0.0479962302147709
285,Cfap43,Visium,Brain,Down,-0.884093892735034,0.0479962302147709
286,Edil3,Visium,Brain,Up,0.402994773474223,0.0484359860459459
287,Nxph3,Visium,Brain,Down,-0.468084032004646,0.0485069697229545
288,Trf,Visium,Brain,Up,0.696252956167916,0.0487863973450757
289,Stat3,Visium,Brain,Up,0.385096741087963,0.0493108462241226
290,C4b,STomics,Brain,Up,2.57293499826247,9.690271949752902e-10
291,Lyz2,STomics,Brain,Up,1.88863089409627,6.7337001363726e-08
292,C1qa,STomics,Brain,Up,0.92142899721685,1.56213667288827e-06
293,Serpina3n,STomics,Brain,Up,1.89598298689763,1.61952173495908e-06
294,Mpeg1,STomics,Brain,Up,0.994228681420343,1.78781614562739e-06
295,9630013A20Rik,STomics,Brain,Down,-2.71829475957808,1.91313263920889e-06
296,Gm21887,STomics,Brain,Down,-3.72790928359317,6.11483153007364e-06
297,AU020206,STomics,Brain,Up,1.35872541430557,1.02750180849997e-05
298,Abca8a,STomics,Brain,Up,1.11870108052412,1.02750180849997e-05
299,Gpnmb,STomics,Brain,Up,1.73273349424438,1.04707281604309e-05
300,Ctss,STomics,Brain,Up,0.622281985922806,1.70496934276242e-05
301,H2-K1,STomics,Brain,Up,0.643599009333366,1.88071618328485e-05
302,Gm47283,STomics,Brain,Down,-2.57613680818493,1.88071618328485e-05
303,Cnmd,STomics,Brain,Down,-1.37704078369851,2.31248144618996e-05
304,H2-D1,STomics,Brain,Up,0.597601110194558,2.43082400860938e-05
305,Cd52,STomics,Brain,Up,1.17792558697,2.58610938786964e-05
306,Gpr17,STomics,Brain,Down,-1.3274364534951,2.60385189011947e-05
307,Fcgr2b,STomics,Brain,Up,1.06193538028243,7.95527294619415e-05
308,Ctsd,STomics,Brain,Up,0.596469469222497,8.19370489202464e-05
309,Camk2a,STomics,Brain,Up,0.555987556257594,8.19370489202464e-05
310,Lgals3bp,STomics,Brain,Up,0.788472260484215,0.0001138423712594
311,Gm11273,STomics,Brain,Down,-0.710833312948651,0.0001166254778098
312,Cd68,STomics,Brain,Up,0.745797119492156,0.0001182068000938
313,Sgk1,STomics,Brain,Up,0.942547136811254,0.000159492107811
314,Oxt,STomics,Brain,Down,-6.52521113283476,0.0002284516648199
315,Tmem267,STomics,Brain,Down,-1.25641399612975,0.0002385830634191
316,Gtsf2,STomics,Brain,Down,-1.30571510375912,0.0002385830634191
317,Xdh,STomics,Brain,Up,0.862522119934689,0.0002385830634191
318,Apod,STomics,Brain,Up,0.796477107041556,0.0002385830634191
319,Pcdhb9,STomics,Brain,Up,0.73725528589838,0.0002810874827913
320,Osmr,STomics,Brain,Up,0.97521782596412,0.0004969703315138
321,Itm2a,STomics,Brain,Down,-0.641202708784688,0.000571404475429
322,Ctsz,STomics,Brain,Up,0.587839477365314,0.0005944689124213
323,Plin4,STomics,Brain,Up,1.1176840046193,0.0006462709480336
324,Pcdhb8,STomics,Brain,Up,1.00351062043877,0.0007465077873916
325,Nme7,STomics,Brain,Up,0.742551728493238,0.0007699999379688
326,Gm48530,STomics,Brain,Up,1.60055179221553,0.0007820798534188
327,Marcksl1,STomics,Brain,Down,-0.943163366933415,0.0007820798534188
328,AC149090.1,STomics,Brain,Up,1.0234883641235,0.0010819066787145
329,Bcl2a1b,STomics,Brain,Up,0.981150385551013,0.0010819066787145
330,Slc16a8,STomics,Brain,Up,0.992539828043441,0.0010819066787145
331,Cxcl16,STomics,Brain,Up,1.18955938627733,0.0011666950197406
332,Plek,STomics,Brain,Up,0.805661261226132,0.0011696341553483
333,Ccl6,STomics,Brain,Up,0.968560003743037,0.0012250646954376
334,Zc3hav1,STomics,Brain,Up,0.842032914917501,0.0012280882184619
335,Dpysl3,STomics,Brain,Down,-0.733049256096653,0.0012623726531656
336,Pcdhb14,STomics,Brain,Up,0.854754249835859,0.0016248353756937
337,Flnc,STomics,Brain,Up,1.10190898151583,0.0016430942974923
338,C230034O21Rik,STomics,Brain,Down,-0.927415032020868,0.0018924471243258
339,Nrep,STomics,Brain,Down,-0.594792803499527,0.0018924471243258
340,C1qc,STomics,Brain,Up,0.595488900524057,0.0019499466745674
341,Slc11a1,STomics,Brain,Up,0.984124534599596,0.0022496333775794
342,Opalin,STomics,Brain,Down,-0.733368970329999,0.002444855837112
343,C3ar1,STomics,Brain,Up,1.04891807426637,0.0029230531355252
344,Flywch1,STomics,Brain,Up,0.656418422779283,0.0029230531355252
345,Capg,STomics,Brain,Up,1.05353285650988,0.0035229335202214
346,Slc15a3,STomics,Brain,Up,0.738136651651051,0.0040336043447107
347,C3,STomics,Brain,Up,1.23166665123415,0.0041498431284894
348,Itgb5,STomics,Brain,Up,0.551061165310277,0.0048437534264009
349,Efemp1,STomics,Brain,Up,0.59734543999589,0.0048437534264009
350,Spag6,STomics,Brain,Up,0.916990754700101,0.0050627084450273
351,Lgals3,STomics,Brain,Up,1.43536307573385,0.0075587564578335
352,Vim,STomics,Brain,Up,0.726137759257315,0.0076247033236421
353,Gnb1l,STomics,Brain,Up,1.90872388511869,0.0077490491105379
354,Fcgr3,STomics,Brain,Up,0.518734773844401,0.007875713356502
355,Fam107a,STomics,Brain,Up,0.424634083302193,0.007875713356502
356,Idi1,STomics,Brain,Down,-0.835040003874088,0.0079138037415208
357,Calcr,STomics,Brain,Down,-1.69466734236847,0.0079138037415208
358,Lrmda,STomics,Brain,Up,0.793113919020784,0.0081641648192237
359,1700047M11Rik,STomics,Brain,Down,-0.690749596226544,0.0081855311703965
360,Pcdhb6,STomics,Brain,Up,1.33237270055401,0.0091883106003216
361,Ncf1,STomics,Brain,Up,0.652237475279395,0.0099217031321776
362,B2m,STomics,Brain,Up,0.477045984248838,0.0099734824213016
363,Eva1c,STomics,Brain,Up,0.785298826013847,0.0100420551650665
364,Trim33,STomics,Brain,Up,0.559052541589406,0.0111839145363608
365,Gm12371,STomics,Brain,Down,-0.705813138835299,0.0111839145363608
366,Avp,STomics,Brain,Down,-3.01222074718673,0.0111839145363608
367,Hvcn1,STomics,Brain,Up,0.845551898240969,0.0113806392266335
368,Ptprc,STomics,Brain,Up,0.692830086569443,0.0113806392266335
369,H2-Q7,STomics,Brain,Up,1.42746037780698,0.0121772394204713
370,H2-DMb1,STomics,Brain,Up,0.767813533437561,0.0121772394204713
371,Csf3r,STomics,Brain,Up,0.68584904600207,0.0127715772816555
372,Nkx2-2,STomics,Brain,Down,-0.621990542512615,0.0132918470708776
373,1700026J12Rik,STomics,Brain,Up,1.69381784914233,0.0143801677629716
374,Kazald1,STomics,Brain,Up,0.536424561113345,0.0143801677629716
375,Ntn5,STomics,Brain,Up,0.717184483590985,0.0143801677629716
376,Enpp6,STomics,Brain,Down,-0.594089418937781,0.0146237378267395
377,Trem2,STomics,Brain,Up,0.694218900096553,0.014792498131484
378,Gm765,STomics,Brain,Up,0.700645123262385,0.014792498131484
