"","Ligand.gene.symbol","Receptor.gene.symbol"
"3413","Prl8a1","Prlr"
"3414","Wnt10a","Fzd10"
"3415","Ccl8","Ccr8"
"3416","Timp1","Itgb1"
"3417","Timp1","Lrp1"
"3418","Wnt3a","Fzd3"
"3419","Wnt3a","Ptk7"
"3420","Wnt3a","Lrp5"
"3421","Wnt3a","Fzd4"
"3422","Psen2","Notch2"
"3423","Wnt2","Lrp5"
"3424","Bmp5","Bmpr1b"
"3425","Bmp5","Bmpr2"
"3426","Bmp5","Bmpr1a"
"3427","Wnt8a","Fzd1"
"3428","Wnt8a","Ptk7"
"3429","Wnt8a","Lrp6"
"3430","Wnt8a","Fzd7"
"3431","Plg","Lrp2"
"3432","Plg","Igf2r"
"3433","Csf1","Flt4"
"3434","Ceacam16","Tectb"
"3435","Ceacam16","Tecta"
"3436","Lama5","Itgb4"
"3437","Hspa8","Aqp2"
"3438","Lnx2","Cd8a"
"3439","Lnx2","Cxadr"
"3440","Prl5a1","Prlr"
"3441","Pyy","Dpp4"
"3442","Vtn","Itgb5"
"3443","Ada","Adora2b"
"3444","Ada","Dpp4"
"3445","Ada","Adora1"
"3446","Mmp9","Tlr9"
"3447","Mmp9","Tlr4"
"3448","Prl3c1","Prlr"
"3449","Gdf9","Acvr1c"
"3450","Wnt9b","Lrp5"
"3451","Wnt9b","Lrp6"
"3452","Il3","Il2ra"
"3453","Il3","Il4ra"
"3454","Il3","Csf2rb2"
"3455","Csf2","Csf1r"
"3456","Calm3","Grm7"
"3457","Calm3","Scn10a"
"3458","Calm3","Scn4a"
"3459","Calm3","Trpc5"
"3460","Calm3","Kcnq3"
"3461","Calm3","Adcy8"
"3462","Calm3","Mylk"
"3463","Vip","Npr3"
"3464","Vip","Dpp4"
"3465","Vip","Ramp2"
"3466","Vip","Ramp1"
"3467","Vip","Ramp3"
"3468","Lama4","Itgb1"
"3469","Ccn2","Egfr"
"3470","Hsp90b1","Tlr9"
"3471","Hsp90b1","Lrp1"
"3472","Hsp90b1","Tlr2"
"3473","Hsp90b1","Tlr4"
"3474","Hsp90b1","Lrp6"
"3475","Il13","Il4ra"
"3476","Gng4","Kcnj6"
"3477","Prl7d1","Prlr"
"3478","Prl2c5","Prlr"
"3479","Prl4a1","Prlr"
"3480","Sema4d","Plxna2"
"3481","Thbs4","Notch1"
"3482","Fgf10","Fgfr3"
"3483","Plau","Mrc2"
"3484","Vcl","Alk"
"3485","Arf4","Lrp2"
"3486","Tnfsf11","Lgr4"
"3487","Tnfsf11","Itga2b"
"3488","Clu","Lrp8"
"3489","Clu","Lrp2"
"3490","Clu","Vldlr"
"3491","Adam2","Cd9"
"3492","Gdnf","Gfra4"
"3493","Gdnf","Gfra3"
"3494","Gdnf","Sdc3"
"3495","Gdnf","Sorl1"
"3496","Col2a1","Itgav"
"3497","Col2a1","Itga2b"
"3498","Col2a1","Itga1"
"3499","Hrg","Erbb3"
"3500","Hrg","Erbb2"
"3501","Prl2a1","Prlr"
"3502","Wnt10b","Fzd8"
"3503","Wnt10b","Lrp6"
"3504","Wnt10b","Fzd5"
"3505","Wnt10b","Fzd4"
"3506","Wnt1","Lrp5"
"3507","Wnt1","Fzd5"
"3508","Wnt1","Fzd7"
"3509","Bmp15","Acvr1c"
"3510","Gnb3","Kcnj6"
"3511","Crisp2","Catsper1"
"3512","Tff2","Muc6"
"3513","Ntn3","Dcc"
"3514","C3","Cd55"
"3515","C3","Cd81"
"3516","Apom","Lrp2"
"3517","Tnf","Rhbdf2"
"3518","Hbegf","Erbb3"
"3519","Il33","Il1rap"
"3520","Slit1","Plxna1"
"3521","Slit1","Flrt3"
"3522","Gdf11","Acvr1c"
"3523","Hras","Tlr9"
"3524","Hras","Tlr2"
"3525","Il6","Il6ra"
"3526","Il17a","Il17rd"
"3527","Ctla4","Cd80"
"3528","Mstn","Acvr2a"
"3529","Nppc","Npr1"
"3530","Tnfsf4","Traf2"
"3531","Il1f6","Il1rap"
"3532","Il1f6","Il1rl2"
"3533","Il1f8","Il1rap"
"3534","Il1f8","Il1rl2"
"3535","Lin7c","Abca1"
"3536","Mdk","Lrp6"
"3537","Spint1","St14"
"3538","Bmp2","Tgfbr3"
"3539","Bmp2","Acvr1"
"3540","Cst3","Lrp2"
"3541","Efna1","Epha10"
"3542","Efna3","Epha10"
"3543","Efna3","Erbb2"
"3544","Efna4","Epha10"
"3545","Tln1","Itgal"
"3546","Tln1","Itgb1"
"3547","Sema3c","Plxna4"
"3548","Sema3c","Plxnb1"
"3549","Hgf","Itgb1"
"3550","Hgf","Nrp2"
"3551","Hgf","Plxnb1"
"3552","Draxin","Dcc"
"3553","Gnb1","Kcnj6"
"3554","Bmp3","Acvr2a"
"3555","Pf4","Lrp1"
"3556","Areg","Erbb2"
"3557","Areg","Erbb4"
"3558","Cxcl3","Cxcr3"
"3559","Pla2g1B","Pla2r1"
"3560","Gng11","Kcnj6"
"3561","Epo","Mpl"
"3562","Gnb2","Kcnj6"
"3563","Npy","Dpp4"
"3564","Tgfa","Erbb3"
"3565","Bmp10","Acvr1"
"3566","Bmp10","Alk"
"3567","Wnt7a","Fzd3"
"3568","Wnt7a","Adgra2"
"3569","Wnt7a","Lrp6"
"3570","Wnt7a","Fzd4"
"3571","Wnt7a","Fzd7"
"3572","Gdf3","Acvr2b"
"3573","Gdf3","Acvr2a"
"3574","Rtn2","Rtn4r"
"3575","Vasp","Itga4"
"3576","Mfge8","Itgb5"
"3577","Mfge8","Itgb1"
"3578","Fgf21","Fgfr2"
"3579","Izumo1","Izumo1r"
"3580","Hpx","Lrp1"
"3581","Fadd","Tradd"
"3582","Cd40lg","Traf1"
"3583","Fgf13","Fgfr1"
"3584","Fgf13","Fgfr2"
"3585","Fgf13","Fgfr3"
"3586","Bgn","P2rx7"
"3587","Vegfd","Fgfr2"
"3588","Angpt2","Itgb1"
"3589","Col4a2","Itgb1"
"3590","Vegfc","Ccbe1"
"3591","Vegfc","Itgb1"
"3592","Vegfc","Itga9"
"3593","Plat","Itgam"
"3594","Il15","Il11ra1"
"3595","Mmp2","Itgb1"
"3596","Cx3cl1","Itga4"
"3597","Cx3cl1","Itgb1"
"3598","Jam3","Itgam"
"3599","Jam3","Itga4"
"3600","Jam3","Itgal"
"3601","Jam3","Itgb1"
"3602","Apoc3","Ldlr"
"3603","Apoc3","Lrp1"
"3604","Apoa1","Lrp2"
"3605","Lipc","Scarb1"
"3606","Ptgs2","Ptger4"
"3607","Ptgs2","Ptger3"
"3608","Ptgs2","Ptger2"
"3609","Tdgf1","Acvr2b"
"3610","Tdgf1","Gpc1"
"3611","Tdgf1","Fzd7"
"3612","Ntng2","Lrrc4c"
"3613","Apob","Scarb1"
"3614","Apob","Lrp1"
"3615","Apob","Tlr4"
"3616","Apob","Mttp"
"3617","Apob","Cd36"
"3618","Wnt4","Musk"
"3619","Wnt4","Fzd1"
"3620","Wnt4","Fzd10"
"3621","Wnt4","Fzd8"
"3622","Wnt4","Fzd5"
"3623","Wnt4","Fzd4"
"3624","Wnt4","Fzd7"
"3625","Fgf2","Ptprz1"
"3626","Serpine1","Lrp1b"
"3627","Serpine1","Vldlr"
"3628","Ccl5","Ccrl2"
"3629","Ccl5","Ackr4"
"3630","Lman1","Mcfd2"
"3631","Tnfsf9","Traf1"
"3632","Pth2","Ramp1"
"3633","Lefty1","Acvr1"
"3634","Lefty1","Acvr2b"
"3635","Lefty1","Acvr2a"
"3636","Gng10","Kcnj6"
"3637","Wnt8b","Fzd10"
"3638","Wnt8b","Ptk7"
"3639","Wnt8b","Fzd7"
"3640","Iapp","Ramp3"
"3641","Lama1","Itgb4"
"3642","Crp","Tlr4"
"3643","Thbs1","Itga1"
"3644","Thbs1","Vldlr"
"3645","Thbs1","Itga2"
"3646","Nrtn","Sdc3"
"3647","Prl3a1","Prlr"
"3648","Gc","Lrp2"
"3649","Il17f","Il17rc"
"3650","Cxcl10","Cxcr4"
"3651","Prl3b1","Prlr"
"3652","S100b","Fgfr1"
"3653","Calm2","Grm7"
"3654","Calm2","Scn10a"
"3655","Calm2","Cacna1c"
"3656","Calm2","Trpc5"
"3657","Calm2","Kcnq3"
"3658","Efnb1","Epha6"
"3659","Efnb1","Epha5"
"3660","Il1f9","Il1rap"
"3661","Il1f9","Il1rl2"
"3662","Prl2c1","Prlr"
"3663","Fn1","Flrt2"
"3664","Il18","Il18bp"
"3665","Il27","Il6st"
"3666","Pcsk9","Lrp8"
"3667","Pcsk9","Aplp2"
"3668","Pcsk9","Sort1"
"3669","Arf6","Pld1"
"3670","Dscam","Dcc"
"3671","Igf1","Insr"
"3672","Cd14","Tlr9"
"3673","Gnai2","Drd2"
"3674","Bdnf","Bex3"
"3675","S100a1","Ryr1"
"3676","Gdf6","Acvr2a"
"3677","Adam10","Notch3"
"3678","Adam10","Cadm1"
"3679","Artn","Sdc3"
"3680","Adam12","Epha1"
"3681","Slit3","Robo3"
"3682","Slit3","Plxna1"
"3683","Lep","Lrp2"
"3684","Adcyap1","Adrb3"
"3685","Adcyap1","Ramp2"
"3686","Adam17","Aplp2"
"3687","Adam17","Notch2"
"3688","Adam17","Ghr"
"3689","Adam17","Erbb4"
"3690","Adam17","Rhbdf2"
"3691","Dmp1","Phex"
"3692","Prl7c1","Prlr"
"3693","Postn","Itgb1"
"3694","Cxcl12","Oprm1"
"3695","Prl3d3","Prlr"
"3696","Sema3e","Plxna1"
"3697","Bmp4","Musk"
"3698","Osm","Il11ra1"
"3699","Itgb1bp1","Itgb1"
"3700","Gnb5","Kcnj6"
"3701","Gng8","Kcnj6"
"3702","Pth","Ramp1"
"3703","Gnas","Htr6"
"3704","Prl7b1","Prlr"
"3705","Prl3d2","Prlr"
"3706","Prl3d1","Prlr"
"3707","Icam1","Ahr"
"3708","Col4a4","Itgb1"
"3709","Col4a4","Cd93"
"3710","Col3a1","Itgb1"
"3711","Gng5","Kcnj6"
"3712","Sema3g","Plxna4"
"3713","Prl6a1","Prlr"
"3714","Lama3","Itgb4"
"3715","Lama2","Itgb4"
"3716","Il11","Il11ra1"
"3717","Fgf14","Fgfr2"
"3718","Prl7a1","Prlr"
"3719","Gng3","Kcnj6"
"3720","Ccl21d","Ccr7"
"3721","Gng7","Kcnj6"
"3722","Prl2c3","Prlr"
"3723","Fyn","Thy1"
"3724","Fgf12","Fgfr2"
"3725","Selplg","Cxcr2"
"3726","Psen1","Ephb2"
"3727","Psen1","Erbb4"
"3728","Sema6d","Plxna4"
"3729","Pla2g5","Pla2r1"
"3730","Sema3b","Plxna1"
"3731","Fgf11","Fgfr2"
"3732","Rtn4","Rtn4rl2"
"3733","Prl2b1","Prlr"
"3734","Sema6c","Plxna1"
"3735","Lgals9","Clec7a"
"3736","Apoc1","Vldlr"
"3737","Ntn1","Robo3"
"3738","Wnt7b","Fzd3"
"3739","Wnt7b","Fzd7"
"3740","Calm1","Kcnn4"
"3741","Calm1","Cacna1c"
"3742","Calm1","Grm4"
"3743","Prl8a8","Prlr"
"3744","Prl8a6","Prlr"
"3745","Prl2c2","Prlr"
"3746","Lgals3","Mag"
"3747","Afdn","Nrxn3"
"3748","Sytl3","Nrxn1"
"3749","Slit2","Plxna1"
"3750","Wnt11","Ryk"
"3751","Rtn4","Ngfr"
"3752","Nts","Ngfr"
"3753","Omg","Ngfr"
"3754","App","Ngfr"
"3755","Il2","Ngfr"
"3756","Jam3","Itgb2"
"3757","Bsg","Itgb2"
"3758","Mmp9","Itgb2"
"3759","Cd14","Itgb2"
"3760","Plau","Itgb2"
"3761","Plg","Itgb2"
"3762","Tln1","Itgb2"
"3763","Angpt2","Itgb2"
"3764","Hsp90b1","Pparg"
"3765","Bmp7","Acvrl1"
"3766","Bmp15","Acvr1b"
"3767","Gdf9","Acvr1b"
"3768","Gdf3","Acvr1b"
"3769","Lefty1","Acvr1b"
"3770","Lefty2","Acvr1b"
"3771","Mstn","Acvr1b"
"3772","Fn1","Itga3"
"3773","Lgals8","Itga3"
"3774","Lgals3","Itga3"
"3775","Ihh","Smo"
"3776","Serpine2","Plaur"
"3777","Srpx2","Plaur"
"3778","Plg","Plaur"
"3779","Serpine1","Plaur"
"3780","Ceacam1","Plaur"
"3781","Adam10","Axl"
"3782","Vegfa","Axl"
"3783","Hras","Grin2d"
"3784","Fn1","Cd79a"
"3785","Fyn","Cd244a"
"3786","Egf","Cd44"
"3787","Bsg","Cd44"
"3788","Mif","Cd44"
"3789","Anxa2","Cd44"
"3790","Prg4","Cd44"
"3791","Bgn","Cd44"
"3792","Fgf11","Fgfr4"
"3793","Fgf14","Fgfr4"
"3794","Fgf13","Fgfr4"
"3795","Fgf12","Fgfr4"
"3796","Wnt3a","Igf1r"
"3797","Areg","Igf1r"
"3798","Adam10","Fcer2a"
"3799","Il33","Kit"
"3800","Fgf2","Kit"
"3801","Gnas","Pth1r"
"3802","Calm1","Cnga2"
"3803","Kitl","Epor"
"3804","Adam17","Nectin4"
"3805","Bmp15","Tgfbr1"
"3806","Gdf11","Tgfbr1"
"3807","Mstn","Tgfbr1"
"3808","Tdgf1","Tgfbr1"
"3809","Bmp10","Tgfbr1"
"3810","Inhba","Tgfbr1"
"3811","Gdf3","Tgfbr1"
"3812","Egf","Cav1"
"3813","Bsg","Cav1"
"3814","Igfbp5","Cav1"
"3815","Calm1","Kcnq1"
"3816","Calml3","Kcnq1"
"3817","Hmgb1","Ager"
"3818","S100a9","Ager"
"3819","Apoe","Sdc4"
"3820","Ceacam1","Sdc4"
"3821","Htra2","Cd40"
"3822","Lgals9","Cd40"
"3823","Tnf","Cd40"
"3824","Adam17","Cd40"
"3825","Ptpn6","Cd22"
"3826","Ptgs2","Ptger1"
"3827","Ptpn6","Ros1"
"3828","Ptpn11","Ros1"
"3829","Selplg","Vsir"
"3830","Cxcl12","Avpr1a"
"3831","Ang","Egfr"
"3832","Tnfsf12","Egfr"
"3833","Il6","Egfr"
"3834","Postn","Egfr"
"3835","Efnb1","Egfr"
"3836","Osm","Egfr"
"3837","Nrg1","Egfr"
"3838","Lrig1","Egfr"
"3839","Pdgfc","Flt4"
"3840","Agtrap","Rack1"
"3841","Dkk3","Kremen1"
"3842","Lypd3","Agr2"
"3843","Apoe","Sdc1"
"3844","Sema6d","Nrcam"
"3845","Vwf","Itgb3"
"3846","Hmgb1","Itgb3"
"3847","Fgf2","Itgb3"
"3848","L1cam","Itgb3"
"3849","Postn","Itgb3"
"3850","Vegfa","Itgb3"
"3851","Igf1","Itgb3"
"3852","Reln","Itgb3"
"3853","Lgals3","Itgb3"
"3854","Mmp2","Itgb3"
"3855","Calm1","Scn4a"
"3856","Calm2","Scn4a"
"3857","Cd40lg","Traf3"
"3858","S100a1","Ryr2"
"3859","F7","F2rl1"
"3860","Fadd","Tnfrsf10b"
"3861","Artn","Gfra2"
"3862","Vegfa","Sdc2"
"3863","Wnt10b","Fzd6"
"3864","Wnt1","Fzd6"
"3865","Calm1","Adcy8"
"3866","Calm2","Adcy8"
"3867","Nptx2","Nptxr"
"3868","Nptx1","Nptxr"
"3869","Postn","Itga5"
"3870","Reln","Itga5"
"3871","Thbs1","Itga5"
"3872","Angpt2","Itga5"
"3873","Angptl8","Gpihbp1"
"3874","Apoc3","Gpihbp1"
"3875","S100b","Alcam"
"3876","Calm1","Mylk"
"3877","Calm2","Mylk"
"3878","Wnt7b","Celsr3"
"3879","Wnt7a","Celsr3"
"3880","Apoe","Trem2"
"3881","Nrtn","Gfra3"
"3882","Csf3","Csf1r"
"3883","Calm1","Fas"
"3884","Fadd","Fas"
"3885","Wnt7a","Lrp5"
"3886","Tdgf1","Lrp5"
"3887","Thbs1","Itgb8"
"3888","Calm1","Mip"
"3889","Alox5ap","Alox5"
"3890","S100a8","Ly96"
"3891","Cd14","Ly96"
"3892","Sftpd","Ly96"
"3893","Hmgb1","Ly96"
"3894","Pf4","Ccr1"
"3895","Egf","Nrp1"
"3896","Ptn","Nrp1"
"3897","Hgf","Nrp1"
"3898","Cntn2","Nrp1"
"3899","Sema4a","Nrp1"
"3900","Sema3e","Nrp1"
"3901","L1cam","Nrp1"
"3902","Adam10","Tspan17"
"3903","Cd14","Cd55"
"3904","Calm1","Sell"
"3905","Spp1","Itga8"
"3906","Tnc","Itga8"
"3907","Tdgf1","Acvr1c"
"3908","Gdf3","Acvr1c"
"3909","Adam10","Notch1"
"3910","Fgf2","Notch1"
"3911","Reln","Notch1"
"3912","Egfl7","Notch1"
"3913","Mfap2","Notch1"
"3914","Mfap5","Notch1"
"3915","Wnt5a","Notch1"
"3916","Cd40lg","Traf2"
"3917","Tnfsf9","Traf2"
"3918","Tnc","Itgb6"
"3919","Adam17","Itgb6"
"3920","Thbs1","Itgb6"
"3921","Il1f8","Il1f5"
"3922","Adam10","Itgav"
"3923","Vwf","Itgav"
"3924","Hmgb1","Itgav"
"3925","Icam1","Itgav"
"3926","Fgf2","Itgav"
"3927","Postn","Itgav"
"3928","Vegfa","Itgav"
"3929","Igf1","Itgav"
"3930","Dspp","Itgav"
"3931","Egfl7","Itgav"
"3932","Thbs1","Itgav"
"3933","Angpt2","Itgav"
"3934","Mmp2","Itgav"
"3935","Adam17","Itga6"
"3936","Wnt7a","Lrp4"
"3937","A","Atrn"
"3938","Vegfa","Npr1"
"3939","Adam10","Il6ra"
"3940","Cd14","Tlr2"
"3941","Hmgb1","Tlr2"
"3942","Ccn1","Tlr2"
"3943","Bdnf","Insrr"
"3944","Bdnf","Ntrk1"
"3945","Ntf5","Ntrk1"
"3946","Crp","Fcgr1"
"3947","Tfpi","F3"
"3948","Adam10","Tspan5"
"3949","Gdf10","Bmpr1b"
"3950","Gdf7","Bmpr1b"
"3951","Efnb1","Epha7"
"3952","Apoe","Abca1"
"3953","Wnt7a","Reck"
"3954","Lep","Leprot"
"3955","Adam17","Tnfrsf1b"
"3956","Fgf21","Klb"
"3957","Fgf15","Klb"
"3958","Thbs1","Scarb2"
"3959","Bgn","P2rx4"
"3960","Mmp14","Flt1"
"3961","Adam10","Gpnmb"
"3962","S100a10","Trpv5"
"3963","S100a10","Trpv6"
"3964","Vwf","Gp9"
"3965","Shank3","Ret"
"3966","Apoe","Lrp6"
"3967","Wnt8b","Lrp6"
"3968","Wnt4","Lrp6"
"3969","Apob","Lrp6"
"3970","Wnt5b","Lrp6"
"3971","Tdgf1","Lrp6"
"3972","Pth","Lrp6"
"3973","Wnt5a","Lrp6"
"3974","Adam17","Tnfrsf1a"
"3975","Fadd","Tnfrsf1a"
"3976","Izumo1","Cd9"
"3977","Adam17","Cd9"
"3978","Adam3","Cd9"
"3979","Clec4g","Tyrobp"
"3980","Tnfsf9","Tmem126a"
"3981","Fgf2","Lyve1"
"3982","Lgals3","Il13ra2"
"3983","Tac1","Grpr"
"3984","Wnt7b","Adgra2"
"3985","Cd14","Tlr3"
"3986","Psen1","Nectin1"
"3987","C1qtnf5","Mfrp"
"3988","Pcsk9","Ldlr"
"3989","Lipc","Ldlr"
"3990","Adam10","Tspan14"
"3991","Gdf10","Bmpr1a"
"3992","Amh","Bmpr1a"
"3993","Cxcl12","Cmklr1"
"3994","Bdnf","Ntrk3"
"3995","Ngf","Ntrk3"
"3996","Bdnf","Sorcs2"
"3997","Ngf","Sorcs2"
"3998","Adam10","Tspan10"
"3999","Icam1","Muc1"
"4000","Adam10","Lrp1"
"4001","Vwf","Lrp1"
"4002","Ctsd","Lrp1"
"4003","Pcsk9","Lrp1"
"4004","Hsp90aa1","Lrp1"
"4005","Hspa1b","Lrp1"
"4006","Gcg","Dpp4"
"4007","Adcyap1","Dpp4"
"4008","Tnc","Itga9"
"4009","Cd14","Tlr4"
"4010","Hmgb1","Tlr4"
"4011","Tnc","Tlr4"
"4012","Cxcl10","Tlr4"
"4013","Sftpd","Tlr4"
"4014","S100a1","Tlr4"
"4015","Bmp4","Hjv"
"4016","Adam10","Tspan15"
"4017","Ihh","Gpc1"
"4018","Adcyap1","Ramp3"
"4019","Pon2","Htr2a"
"4020","Cd14","C3ar1"
"4021","Vwf","Stab2"
"4022","Calm1","Trpc5"
"4023","Fyn","Spn"
"4024","Bsg","Spn"
"4025","Cxcl12","Oprd1"
"4026","Ccl27a","Ackr2"
"4027","Ccl21a","Ackr2"
"4028","Efna5","Epha10"
"4029","Vwf","Gp5"
"4030","Ccl21c","Cxcr3"
"4031","Ccl21d","Cxcr3"
"4032","Ccl21b","Cxcr3"
"4033","Ccl21a","Cxcr3"
"4034","Pdcd1lg2","Pdcd2"
"4035","Hmgb1","Cxcr4"
"4036","Lama2","Itga2"
"4037","Vwf","Itga2"
"4038","Tnc","Itga2"
"4039","Col4a3","Itga2"
"4040","Adam10","Erbb2"
"4041","Vwf","Gp1bb"
"4042","Hmgb1","Tlr1"
"4043","Adam12","Tgfbr2"
"4044","Rtn3","Rtn4r"
"4045","Calm1","Kcnq3"
"4046","Prl8a2","Pgr"
"4047","Cxcl12","Gpr17"
"4048","Ccl26","Cx3cr1"
"4049","Bmp4","Acvr2a"
"4050","Lefty2","Acvr2a"
"4051","Hmgb1","Itgam"
"4052","Col18a1","Itgb5"
"4053","Cxcl12","Agtr1a"
"4054","Egfl7","Notch2"
"4055","Selenop","Lrp2"
"4056","Tcn2","Lrp2"
"4057","Cubn","Lrp2"
"4058","Nrg3","Erbb3"
"4059","Fgf11","Fgfr1"
"4060","Fgf14","Fgfr1"
"4061","Fgf12","Fgfr1"
"4062","Wnt11","Musk"
"4063","Calm1","Scn10a"
"4064","Hmgb1","Tlr9"
"4065","Gdf2","Alk"
"4066","Egfl7","Notch3"
"4067","Fgf11","Fgfr3"
"4068","Fgf14","Fgfr3"
"4069","Fgf12","Fgfr3"
"4070","Col4a6","Itgb1"
"4071","Col4a5","Itgb1"
"4072","Jam2","Itgb1"
"4073","Col4a3","Itgb1"
"4074","L1cam","Itgb1"
"4075","Lgals3","Itgb1"
"4076","Vegfa","Ptprz1"
"4077","Gdf10","Acvr1"
"4078","Vegfa","Ptprb"
"4079","Il1rn","Il1rl2"
"4080","Gng13","Kcnj6"
"4081","Gng2","Kcnj6"
"4082","Gng12","Kcnj6"
"4083","Gnb4","Kcnj6"
"4084","Camp","P2rx7"
"4085","Reln","Itga2b"
"4086","Sftpa1","Sirpa"
"4087","Ngf","Trpv1"
"4088","Vwf","Itga4"
"4089","Jam2","Itga4"
"4090","Calm1","Oprm1"
"4091","Lgals3","Itgb4"
"4092","Selenop","Lrp8"
"4093","Slit2","Robo3"
"4094","Adamts3","Ccbe1"
"4095","Bmp6","Acvr2b"
"4096","Pdgfd","Pdgfra"
